"No.","Time","Source","Length","stNum","sqNum","Data","goID","integer","integer","integer"
"740","14.586857155","ipcas_21:73:27","191","2","3","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"800","15.663605161","ipcas_21:73:27","149","2","4","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"801","15.663607086","ipcas_21:73:27","149","2","4","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"802","15.663607497","ipcas_21:73:27","191","2","4","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"853","16.659929126","ipcas_21:73:27","149","2","5","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"854","16.659929443","ipcas_21:73:27","149","2","5","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"855","16.659929820","ipcas_21:73:27","191","2","5","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"897","17.678874761","ipcas_21:73:27","149","2","6","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"898","17.678879114","ipcas_21:73:27","149","2","6","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"899","17.678879996","ipcas_21:73:27","191","2","6","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"973","18.742499952","ipcas_21:73:27","149","2","7","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"974","18.742506940","ipcas_21:73:27","149","2","7","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"975","18.742964844","ipcas_21:73:27","191","2","7","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"1026","19.862224024","ipcas_21:73:27","149","2","8","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"1027","19.862449962","ipcas_21:73:27","149","2","8","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"1028","19.862944724","ipcas_21:73:27","191","2","8","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"1079","21.114858314","ipcas_21:73:27","149","2","9","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"1080","21.114867023","ipcas_21:73:27","149","2","9","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"1081","21.115111047","ipcas_21:73:27","191","2","9","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"1132","22.249158800","ipcas_21:73:27","149","2","10","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"1133","22.249159179","ipcas_21:73:27","149","2","10","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"1134","22.249159834","ipcas_21:73:27","191","2","10","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"1185","23.283322933","ipcas_21:73:27","149","2","11","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"1186","23.283326220","ipcas_21:73:27","149","2","11","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"1187","23.283326762","ipcas_21:73:27","191","2","11","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"1238","24.314333773","ipcas_21:73:27","149","2","12","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"1239","24.314334762","ipcas_21:73:27","149","2","12","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"1240","24.314335762","ipcas_21:73:27","191","2","12","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"1291","25.357753426","ipcas_21:73:27","149","2","13","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"1292","25.357753959","ipcas_21:73:27","149","2","13","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"1293","25.357754612","ipcas_21:73:27","191","2","13","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"1344","26.392542586","ipcas_21:73:27","149","2","14","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"1345","26.392543655","ipcas_21:73:27","149","2","14","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"1346","26.392544494","ipcas_21:73:27","191","2","14","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"1397","27.424266330","ipcas_21:73:27","149","2","15","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"1398","27.427101582","ipcas_21:73:27","149","2","15","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"1399","27.427108586","ipcas_21:73:27","191","2","15","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"1450","28.451819161","ipcas_21:73:27","149","2","16","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"1451","28.451819485","ipcas_21:73:27","149","2","16","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"1452","28.451819912","ipcas_21:73:27","191","2","16","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"1503","29.476839774","ipcas_21:73:27","149","2","17","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"1504","29.477452755","ipcas_21:73:27","149","2","17","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"1505","29.477457673","ipcas_21:73:27","191","2","17","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"1560","30.523787496","ipcas_21:73:27","149","2","18","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"1561","30.523788051","ipcas_21:73:27","149","2","18","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"1562","30.523788916","ipcas_21:73:27","191","2","18","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"1623","31.562878256","ipcas_21:73:27","149","2","19","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"1624","31.562883588","ipcas_21:73:27","149","2","19","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"1625","31.562884168","ipcas_21:73:27","191","2","19","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"1678","32.600838834","ipcas_21:73:27","149","2","20","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"1679","32.600845957","ipcas_21:73:27","149","2","20","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"1680","32.600847096","ipcas_21:73:27","191","2","20","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"1732","33.637465464","ipcas_21:73:27","149","2","21","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"1733","33.637686695","ipcas_21:73:27","149","2","21","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"1734","33.638048356","ipcas_21:73:27","191","2","21","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"1788","34.685877196","ipcas_21:73:27","149","2","22","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"1789","34.686360568","ipcas_21:73:27","149","2","22","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"1790","34.686364166","ipcas_21:73:27","191","2","22","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"1841","35.729334843","ipcas_21:73:27","149","2","23","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"1842","35.729342848","ipcas_21:73:27","149","2","23","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"1843","35.729344632","ipcas_21:73:27","191","2","23","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"1894","36.762131221","ipcas_21:73:27","149","2","24","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"1895","36.762263587","ipcas_21:73:27","149","2","24","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"1896","36.762514961","ipcas_21:73:27","191","2","24","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"1947","37.808160949","ipcas_21:73:27","149","2","25","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"1948","37.808161489","ipcas_21:73:27","149","2","25","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"1949","37.808162050","ipcas_21:73:27","191","2","25","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"2002","38.827043984","ipcas_21:73:27","149","2","26","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"2003","38.827047681","ipcas_21:73:27","149","2","26","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"2004","38.827048195","ipcas_21:73:27","191","2","26","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"2056","39.873121426","ipcas_21:73:27","149","2","27","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"2057","39.873125482","ipcas_21:73:27","149","2","27","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"2058","39.873126021","ipcas_21:73:27","191","2","27","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"2109","40.892163845","ipcas_21:73:27","149","2","28","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"2110","40.892169545","ipcas_21:73:27","149","2","28","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"2111","40.892170668","ipcas_21:73:27","191","2","28","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"2162","41.921857678","ipcas_21:73:27","149","2","29","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"2163","41.921861929","ipcas_21:73:27","149","2","29","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"2164","41.921862459","ipcas_21:73:27","191","2","29","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"2215","42.951275251","ipcas_21:73:27","149","2","30","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"2216","42.951281926","ipcas_21:73:27","149","2","30","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"2217","42.951282898","ipcas_21:73:27","191","2","30","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"2268","43.983474264","ipcas_21:73:27","149","2","31","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"2269","43.983474795","ipcas_21:73:27","149","2","31","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"2270","43.983712454","ipcas_21:73:27","191","2","31","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"2321","45.001524914","ipcas_21:73:27","149","2","32","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"2322","45.001525284","ipcas_21:73:27","149","2","32","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"2323","45.001526125","ipcas_21:73:27","191","2","32","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"2375","46.051314765","ipcas_21:73:27","149","2","33","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"2376","46.051315218","ipcas_21:73:27","149","2","33","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"2377","46.051315589","ipcas_21:73:27","191","2","33","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"2428","47.074881182","ipcas_21:73:27","149","2","34","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"2429","47.074881640","ipcas_21:73:27","149","2","34","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"2430","47.074882109","ipcas_21:73:27","191","2","34","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"2481","48.122926272","ipcas_21:73:27","149","2","35","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"2482","48.122931417","ipcas_21:73:27","149","2","35","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"2483","48.122932117","ipcas_21:73:27","191","2","35","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"2534","49.156820830","ipcas_21:73:27","149","2","36","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"2535","49.156828565","ipcas_21:73:27","149","2","36","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"2536","49.156829641","ipcas_21:73:27","191","2","36","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"2587","50.206834063","ipcas_21:73:27","149","2","37","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"2588","50.207901494","ipcas_21:73:27","149","2","37","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"2589","50.207907941","ipcas_21:73:27","191","2","37","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"2640","51.243155148","ipcas_21:73:27","149","2","38","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"2641","51.243161535","ipcas_21:73:27","149","2","38","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"2642","51.243161907","ipcas_21:73:27","191","2","38","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"2693","52.270934669","ipcas_21:73:27","149","2","39","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"2694","52.270935989","ipcas_21:73:27","149","2","39","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"2695","52.270937018","ipcas_21:73:27","191","2","39","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"2747","53.292629176","ipcas_21:73:27","149","2","40","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"2748","53.292632670","ipcas_21:73:27","149","2","40","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"2749","53.292633070","ipcas_21:73:27","191","2","40","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"2800","54.320696725","ipcas_21:73:27","149","2","41","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"2801","54.320703521","ipcas_21:73:27","149","2","41","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"2802","54.320705318","ipcas_21:73:27","191","2","41","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"2853","55.371047095","ipcas_21:73:27","149","2","42","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"2854","55.371051390","ipcas_21:73:27","149","2","42","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"2855","55.371051973","ipcas_21:73:27","191","2","42","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"2906","56.399533132","ipcas_21:73:27","149","2","43","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"2907","56.399540559","ipcas_21:73:27","149","2","43","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"2908","56.400212999","ipcas_21:73:27","191","2","43","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"2959","57.425304270","ipcas_21:73:27","149","2","44","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"2960","57.425304657","ipcas_21:73:27","149","2","44","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"2961","57.425305655","ipcas_21:73:27","191","2","44","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"3012","58.475501597","ipcas_21:73:27","149","2","45","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"3013","58.475506078","ipcas_21:73:27","149","2","45","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"3014","58.475506695","ipcas_21:73:27","191","2","45","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"3065","59.506624764","ipcas_21:73:27","149","2","46","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"3066","59.507561121","ipcas_21:73:27","149","2","46","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"3067","59.508336013","ipcas_21:73:27","191","2","46","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"3118","60.564794167","ipcas_21:73:27","149","2","47","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"3119","60.564794970","ipcas_21:73:27","149","2","47","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"3120","60.564795298","ipcas_21:73:27","191","2","47","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"3171","61.631816576","ipcas_21:73:27","149","2","48","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"3172","61.631822480","ipcas_21:73:27","149","2","48","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
"3173","61.631822960","ipcas_21:73:27","191","2","48","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point,integer","TIED13MEAS/LLN0$Measurement","0","0","0"
"3225","62.745531097","ipcas_21:73:27","149","2","49","integer,integer,integer,integer,boolean","TIED13CTRL/LLN0$Status","0","1","0"
"3226","62.745543170","ipcas_21:73:27","149","2","49","boolean,integer,boolean,boolean,boolean,boolean","TIED13PROT/LLN0$Alarm","1","",""
