"No.","Time","Source","Length","stNum","sqNum","Data","goID","integer","integer","integer"
"1403","27.428167844","ipcas_21:73:25","152","2","15","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"1404","27.428170994","ipcas_21:73:25","143","2","15","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"1405","27.428171954","ipcas_21:73:25","191","2","15","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","-5","-3","4"
"1456","28.451821474","ipcas_21:73:25","152","2","16","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"1457","28.451822790","ipcas_21:73:25","143","2","16","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"1458","28.451823370","ipcas_21:73:25","191","2","16","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","-4","4","3"
"1509","29.489787248","ipcas_21:73:25","152","2","17","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"1510","29.489874544","ipcas_21:73:25","143","2","17","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"1511","29.490507374","ipcas_21:73:25","191","2","17","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","-4","4","-1"
"1566","30.523790690","ipcas_21:73:25","152","2","18","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"1567","30.523791020","ipcas_21:73:25","143","2","18","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"1568","30.523791571","ipcas_21:73:25","191","2","18","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","-2","3","-4"
"1629","31.568201679","ipcas_21:73:25","152","2","19","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"1630","31.568206296","ipcas_21:73:25","143","2","19","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"1631","31.568207058","ipcas_21:73:25","191","2","19","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","2","-1","-4"
"1684","32.610836615","ipcas_21:73:25","152","2","20","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"1685","32.611053651","ipcas_21:73:25","143","2","20","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"1686","32.611356406","ipcas_21:73:25","191","2","20","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","0","1","-5"
"1738","33.643556323","ipcas_21:73:25","152","2","21","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"1739","33.643556764","ipcas_21:73:25","143","2","21","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"1740","33.643557255","ipcas_21:73:25","191","2","21","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","-3","3","-3"
"1794","34.691034146","ipcas_21:73:25","152","2","22","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"1795","34.691038180","ipcas_21:73:25","143","2","22","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"1796","34.691038798","ipcas_21:73:25","191","2","22","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","3","-3","-2"
"1847","35.734456261","ipcas_21:73:25","152","2","23","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"1848","35.734720992","ipcas_21:73:25","143","2","23","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"1849","35.735181638","ipcas_21:73:25","191","2","23","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","4","4","0"
"1900","36.774609929","ipcas_21:73:25","152","2","24","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"1901","36.774618063","ipcas_21:73:25","143","2","24","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"1902","36.774618442","ipcas_21:73:25","191","2","24","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","1","1","-3"
"1953","37.808163696","ipcas_21:73:25","152","2","25","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"1954","37.808164032","ipcas_21:73:25","143","2","25","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"1955","37.808164473","ipcas_21:73:25","191","2","25","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","5","-2","0"
"2008","38.850640290","ipcas_21:73:25","152","2","26","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"2009","38.850659582","ipcas_21:73:25","143","2","26","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"2010","38.850660464","ipcas_21:73:25","191","2","26","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","-5","1","-5"
"2062","39.876683457","ipcas_21:73:25","152","2","27","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"2063","39.876999313","ipcas_21:73:25","143","2","27","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"2064","39.877002795","ipcas_21:73:25","191","2","27","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","-3","3","2"
"2115","40.898123417","ipcas_21:73:25","152","2","28","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"2116","40.898131245","ipcas_21:73:25","143","2","28","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"2117","40.898132532","ipcas_21:73:25","191","2","28","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","1","2","-5"
"2168","41.923120036","ipcas_21:73:25","152","2","29","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"2169","41.923325183","ipcas_21:73:25","143","2","29","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"2170","41.923329085","ipcas_21:73:25","191","2","29","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","3","1","-5"
"2221","42.957496006","ipcas_21:73:25","152","2","30","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"2222","42.957502621","ipcas_21:73:25","143","2","30","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"2223","42.957503790","ipcas_21:73:25","191","2","30","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","-5","-4","1"
"2274","43.987073559","ipcas_21:73:25","152","2","31","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"2275","43.987077312","ipcas_21:73:25","143","2","31","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"2276","43.987077871","ipcas_21:73:25","191","2","31","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","-4","-2","-5"
"2327","45.011652407","ipcas_21:73:25","152","2","32","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"2328","45.011655904","ipcas_21:73:25","143","2","32","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"2329","45.011656418","ipcas_21:73:25","191","2","32","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","-3","5","5"
"2381","46.051317842","ipcas_21:73:25","152","2","33","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"2382","46.051319095","ipcas_21:73:25","143","2","33","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"2383","46.051319465","ipcas_21:73:25","191","2","33","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","-2","5","-4"
"2434","47.074883913","ipcas_21:73:25","152","2","34","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"2435","47.074884254","ipcas_21:73:25","143","2","34","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"2436","47.074884661","ipcas_21:73:25","191","2","34","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","-2","1","3"
"2487","48.126052782","ipcas_21:73:25","152","2","35","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"2488","48.127003458","ipcas_21:73:25","143","2","35","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"2489","48.127009574","ipcas_21:73:25","191","2","35","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","2","0","-3"
"2540","49.170373067","ipcas_21:73:25","152","2","36","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"2541","49.170378131","ipcas_21:73:25","143","2","36","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"2542","49.170379280","ipcas_21:73:25","191","2","36","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","3","0","4"
"2593","50.210494295","ipcas_21:73:25","152","2","37","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"2594","50.210499580","ipcas_21:73:25","143","2","37","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"2595","50.210500391","ipcas_21:73:25","191","2","37","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","0","2","-3"
"2646","51.246325542","ipcas_21:73:25","152","2","38","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"2647","51.246326026","ipcas_21:73:25","143","2","38","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"2648","51.246326387","ipcas_21:73:25","191","2","38","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","4","-2","-3"
"2699","52.276960737","ipcas_21:73:25","152","2","39","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"2700","52.276967800","ipcas_21:73:25","143","2","39","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"2701","52.276968952","ipcas_21:73:25","191","2","39","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","-1","5","5"
"2753","53.297044474","ipcas_21:73:25","152","2","40","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"2754","53.297045000","ipcas_21:73:25","143","2","40","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"2755","53.297045411","ipcas_21:73:25","191","2","40","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","5","2","4"
"2806","54.324971511","ipcas_21:73:25","152","2","41","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"2807","54.324972510","ipcas_21:73:25","143","2","41","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"2808","54.324973490","ipcas_21:73:25","191","2","41","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","-5","5","4"
"2859","55.373768577","ipcas_21:73:25","152","2","42","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"2860","55.373772523","ipcas_21:73:25","143","2","42","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"2861","55.373772907","ipcas_21:73:25","191","2","42","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","0","-5","-2"
"2912","56.403652434","ipcas_21:73:25","152","2","43","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"2913","56.403933615","ipcas_21:73:25","143","2","43","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"2914","56.403934553","ipcas_21:73:25","191","2","43","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","5","-3","-1"
"2965","57.429304706","ipcas_21:73:25","152","2","44","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"2966","57.429305720","ipcas_21:73:25","143","2","44","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"2967","57.429306073","ipcas_21:73:25","191","2","44","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","-1","2","1"
"3018","58.479456118","ipcas_21:73:25","152","2","45","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"3019","58.479762040","ipcas_21:73:25","143","2","45","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"3020","58.479765836","ipcas_21:73:25","191","2","45","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","5","0","-5"
"3071","59.520188208","ipcas_21:73:25","152","2","46","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"3072","59.520194243","ipcas_21:73:25","143","2","46","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"3073","59.520195356","ipcas_21:73:25","191","2","46","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","-2","-1","4"
"3124","60.575257838","ipcas_21:73:25","152","2","47","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"3125","60.575267558","ipcas_21:73:25","143","2","47","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"3126","60.575268767","ipcas_21:73:25","191","2","47","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","0","2","5"
"3177","61.635603440","ipcas_21:73:25","152","2","48","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"3178","61.635606865","ipcas_21:73:25","143","2","48","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"3179","61.635607337","ipcas_21:73:25","191","2","48","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","-4","0","-1"
"3231","62.752296822","ipcas_21:73:25","152","2","49","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"3232","62.752298044","ipcas_21:73:25","143","2","49","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"3233","62.752299090","ipcas_21:73:25","191","2","49","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","-2","4","-2"
"3284","63.810951551","ipcas_21:73:25","152","2","50","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"3285","63.810951887","ipcas_21:73:25","143","2","50","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"3286","63.810952321","ipcas_21:73:25","191","2","50","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","4","1","-5"
"3337","64.872870650","ipcas_21:73:25","152","2","51","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"3338","64.872877223","ipcas_21:73:25","143","2","51","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"3339","64.872878404","ipcas_21:73:25","191","2","51","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","-2","-2","2"
"3390","65.917391537","ipcas_21:73:25","152","2","52","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"3391","65.917396687","ipcas_21:73:25","143","2","52","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"3392","65.917397146","ipcas_21:73:25","191","2","52","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","0","-1","0"
"3443","66.955279155","ipcas_21:73:25","152","2","53","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"3444","66.955288019","ipcas_21:73:25","143","2","53","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"3445","66.955289231","ipcas_21:73:25","191","2","53","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","0","2","-5"
"3502","67.982981032","ipcas_21:73:25","152","2","54","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
"3503","67.982985427","ipcas_21:73:25","143","2","54","boolean,integer,boolean","BIED100PROT/LLN0$Alarm","1","",""
"3504","67.982986047","ipcas_21:73:25","191","2","54","integer,integer,integer,integer,integer,integer,floating-point,floating-point","BIED100MEAS/LLN0$Measurement","-5","1","-4"
"3564","69.005272499","ipcas_21:73:25","152","2","55","integer,integer,integer,integer,boolean","BIED100CTRL/LLN0$Status","0","1","0"
