"No.","Time","Source","Length","stNum","sqNum","Data","goID","integer","integer","integer"
"1382","27.412274201","ipcas_21:73:32","149","3","15","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"1383","27.412279981","ipcas_21:73:32","146","3","15","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"1384","27.412281291","ipcas_21:73:32","188","3","15","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"1435","28.433427866","ipcas_21:73:32","149","3","16","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"1436","28.433428248","ipcas_21:73:32","146","3","16","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"1437","28.433428515","ipcas_21:73:32","188","3","16","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"1488","29.458909126","ipcas_21:73:32","149","3","17","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"1489","29.458917395","ipcas_21:73:32","146","3","17","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"1490","29.458918822","ipcas_21:73:32","188","3","17","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"1545","30.501103172","ipcas_21:73:32","149","3","18","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"1546","30.502467698","ipcas_21:73:32","146","3","18","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"1547","30.502961917","ipcas_21:73:32","188","3","18","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"1607","31.529241442","ipcas_21:73:32","149","3","19","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"1608","31.529924106","ipcas_21:73:32","146","3","19","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"1609","31.529945509","ipcas_21:73:32","188","3","19","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"1662","32.578310187","ipcas_21:73:32","149","3","20","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"1663","32.578320297","ipcas_21:73:32","146","3","20","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"1664","32.578321423","ipcas_21:73:32","188","3","20","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"1717","33.620914870","ipcas_21:73:32","149","3","21","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"1718","33.621305931","ipcas_21:73:32","146","3","21","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"1719","33.621899357","ipcas_21:73:32","188","3","21","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"1773","34.650034727","ipcas_21:73:32","149","3","22","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"1774","34.650041091","ipcas_21:73:32","146","3","22","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"1775","34.650042424","ipcas_21:73:32","188","3","22","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"1826","35.701408779","ipcas_21:73:32","149","3","23","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"1827","35.701969827","ipcas_21:73:32","146","3","23","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"1828","35.702360446","ipcas_21:73:32","188","3","23","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"1879","36.759182068","ipcas_21:73:32","149","3","24","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"1880","36.759192433","ipcas_21:73:32","146","3","24","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"1881","36.759192976","ipcas_21:73:32","188","3","24","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"1932","37.785300822","ipcas_21:73:32","149","3","25","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"1933","37.785307351","ipcas_21:73:32","146","3","25","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"1934","37.785945823","ipcas_21:73:32","188","3","25","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"1987","38.815058380","ipcas_21:73:32","149","3","26","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"1988","38.815066147","ipcas_21:73:32","146","3","26","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"1989","38.815067350","ipcas_21:73:32","188","3","26","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"2041","39.858067799","ipcas_21:73:32","149","3","27","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"2042","39.858331775","ipcas_21:73:32","146","3","27","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"2043","39.858661458","ipcas_21:73:32","188","3","27","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"2094","40.884946876","ipcas_21:73:32","149","3","28","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"2095","40.884948376","ipcas_21:73:32","146","3","28","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"2096","40.884949633","ipcas_21:73:32","188","3","28","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"2147","41.906119470","ipcas_21:73:32","149","3","29","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"2148","41.906120416","ipcas_21:73:32","146","3","29","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"2149","41.906121295","ipcas_21:73:32","188","3","29","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"2200","42.932642651","ipcas_21:73:32","149","3","30","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"2201","42.932649049","ipcas_21:73:32","146","3","30","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"2202","42.932650095","ipcas_21:73:32","188","3","30","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"2253","43.967397270","ipcas_21:73:32","149","3","31","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"2254","43.967403177","ipcas_21:73:32","146","3","31","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"2255","43.967733412","ipcas_21:73:32","188","3","31","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"2306","44.993503159","ipcas_21:73:32","149","3","32","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"2307","44.993508839","ipcas_21:73:32","146","3","32","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"2308","44.993509801","ipcas_21:73:32","188","3","32","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"2360","46.050901666","ipcas_21:73:32","149","3","33","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"2361","46.050912781","ipcas_21:73:32","146","3","33","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"2362","46.050913683","ipcas_21:73:32","188","3","33","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"2413","47.054465525","ipcas_21:73:32","149","3","34","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"2414","47.054471529","ipcas_21:73:32","146","3","34","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"2415","47.054472688","ipcas_21:73:32","188","3","34","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"2466","48.080694611","ipcas_21:73:32","149","3","35","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"2467","48.080700858","ipcas_21:73:32","146","3","35","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"2468","48.080702195","ipcas_21:73:32","188","3","35","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"2519","49.137984327","ipcas_21:73:32","149","3","36","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"2520","49.137992416","ipcas_21:73:32","146","3","36","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"2521","49.137993686","ipcas_21:73:32","188","3","36","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"2572","50.168876100","ipcas_21:73:32","149","3","37","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"2573","50.168882538","ipcas_21:73:32","146","3","37","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"2574","50.168883835","ipcas_21:73:32","188","3","37","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"2625","51.220786508","ipcas_21:73:32","149","3","38","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"2626","51.220792823","ipcas_21:73:32","146","3","38","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"2627","51.220794025","ipcas_21:73:32","188","3","38","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"2678","52.254156336","ipcas_21:73:32","149","3","39","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"2679","52.254162877","ipcas_21:73:32","146","3","39","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"2680","52.254164544","ipcas_21:73:32","188","3","39","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"2732","53.289211994","ipcas_21:73:32","149","3","40","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"2733","53.289212424","ipcas_21:73:32","146","3","40","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"2734","53.289212743","ipcas_21:73:32","188","3","40","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"2785","54.303687283","ipcas_21:73:32","149","3","41","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"2786","54.303695124","ipcas_21:73:32","146","3","41","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"2787","54.303696350","ipcas_21:73:32","188","3","41","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"2838","55.334324601","ipcas_21:73:32","149","3","42","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"2839","55.334331052","ipcas_21:73:32","146","3","42","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"2840","55.334332104","ipcas_21:73:32","188","3","42","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"2891","56.382297574","ipcas_21:73:32","149","3","43","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"2892","56.382304126","ipcas_21:73:32","146","3","43","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"2893","56.382305405","ipcas_21:73:32","188","3","43","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"2944","57.425296039","ipcas_21:73:32","149","3","44","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"2945","57.425296652","ipcas_21:73:32","146","3","44","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"2946","57.425297287","ipcas_21:73:32","188","3","44","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"2997","58.436959879","ipcas_21:73:32","149","3","45","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"2998","58.436966791","ipcas_21:73:32","146","3","45","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"2999","58.436968252","ipcas_21:73:32","188","3","45","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"3050","59.488696334","ipcas_21:73:32","149","3","46","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"3051","59.488702932","ipcas_21:73:32","146","3","46","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"3052","59.488704069","ipcas_21:73:32","188","3","46","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"3103","60.528415460","ipcas_21:73:32","149","3","47","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"3104","60.528424297","ipcas_21:73:32","146","3","47","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"3105","60.528425800","ipcas_21:73:32","188","3","47","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"3156","61.608317495","ipcas_21:73:32","149","3","48","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"3157","61.608325311","ipcas_21:73:32","146","3","48","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"3158","61.608325864","ipcas_21:73:32","188","3","48","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"3210","62.645727643","ipcas_21:73:32","149","3","49","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"3211","62.645734195","ipcas_21:73:32","146","3","49","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"3212","62.645735364","ipcas_21:73:32","188","3","49","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"3263","63.772315266","ipcas_21:73:32","149","3","50","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"3264","63.772329021","ipcas_21:73:32","146","3","50","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
"3265","63.772330254","ipcas_21:73:32","188","3","50","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED11MEAS/LLN0$Measurement","0","0","0"
"3316","64.823270498","ipcas_21:73:32","149","3","51","integer,integer,integer,integer,boolean","LIED11CTRL/LLN0$Status","1","1","0"
"3317","64.823276669","ipcas_21:73:32","146","3","51","boolean,integer,boolean,boolean,boolean","LIED11PROT/LLN0$Alarm","0","",""
