"No.","Time","Source","Length","stNum","sqNum","goID"
"674","0.002069318","ipcas_21:73:33","142","0","61","LIED10CTRL/LLN0$Status"
"675","0.002091519","ipcas_21:73:33","142","0","62","LIED10CTRL/LLN0$Status"
"676","0.001938936","ipcas_21:73:33","142","0","63","LIED10CTRL/LLN0$Status"
"677","0.002061131","ipcas_21:73:33","142","0","64","LIED10CTRL/LLN0$Status"
"678","0.001829011","ipcas_21:73:33","142","0","65","LIED10CTRL/LLN0$Status"
"679","0.002038421","ipcas_21:73:33","142","0","66","LIED10CTRL/LLN0$Status"
"680","0.001999821","ipcas_21:73:33","142","0","67","LIED10CTRL/LLN0$Status"
"681","0.001981452","ipcas_21:73:33","142","0","68","LIED10CTRL/LLN0$Status"
"682","0.002149483","ipcas_21:73:33","142","0","69","LIED10CTRL/LLN0$Status"
"683","0.001879822","ipcas_21:73:33","142","0","70","LIED10CTRL/LLN0$Status"
"684","0.001982895","ipcas_21:73:33","142","0","71","LIED10CTRL/LLN0$Status"
"685","0.001970567","ipcas_21:73:33","142","0","72","LIED10CTRL/LLN0$Status"
"686","0.002103113","ipcas_21:73:33","142","0","73","LIED10CTRL/LLN0$Status"
"687","0.001994735","ipcas_21:73:33","142","0","74","LIED10CTRL/LLN0$Status"
"688","0.002065701","ipcas_21:73:33","142","0","75","LIED10CTRL/LLN0$Status"
"689","0.001979466","ipcas_21:73:33","142","0","76","LIED10CTRL/LLN0$Status"
"690","0.002040544","ipcas_21:73:33","142","0","77","LIED10CTRL/LLN0$Status"
"691","0.002013150","ipcas_21:73:33","142","0","78","LIED10CTRL/LLN0$Status"
"692","0.002013601","ipcas_21:73:33","142","0","79","LIED10CTRL/LLN0$Status"
"693","0.001894802","ipcas_21:73:33","142","0","80","LIED10CTRL/LLN0$Status"
"694","0.002058306","ipcas_21:73:33","142","0","81","LIED10CTRL/LLN0$Status"
"695","0.002101744","ipcas_21:73:33","142","0","82","LIED10CTRL/LLN0$Status"
"696","0.001961649","ipcas_21:73:33","142","0","83","LIED10CTRL/LLN0$Status"
"697","0.002007208","ipcas_21:73:33","142","0","84","LIED10CTRL/LLN0$Status"
"698","0.001906134","ipcas_21:73:33","142","0","85","LIED10CTRL/LLN0$Status"
"699","0.002893372","ipcas_21:73:33","142","0","86","LIED10CTRL/LLN0$Status"
"700","0.001034556","ipcas_21:73:33","142","0","87","LIED10CTRL/LLN0$Status"
"701","0.002077156","ipcas_21:73:33","142","0","88","LIED10CTRL/LLN0$Status"
"702","0.001961598","ipcas_21:73:33","142","0","89","LIED10CTRL/LLN0$Status"
"703","0.002232572","ipcas_21:73:33","142","0","90","LIED10CTRL/LLN0$Status"
"704","0.001810880","ipcas_21:73:33","142","0","91","LIED10CTRL/LLN0$Status"
"705","0.002112457","ipcas_21:73:33","142","0","92","LIED10CTRL/LLN0$Status"
"706","0.002116748","ipcas_21:73:33","142","0","93","LIED10CTRL/LLN0$Status"
"707","0.001860965","ipcas_21:73:33","142","0","94","LIED10CTRL/LLN0$Status"
"708","0.001895629","ipcas_21:73:33","142","0","95","LIED10CTRL/LLN0$Status"
"709","0.002160849","ipcas_21:73:33","142","0","96","LIED10CTRL/LLN0$Status"
"710","0.001811933","ipcas_21:73:33","142","0","97","LIED10CTRL/LLN0$Status"
"711","0.002000101","ipcas_21:73:33","142","0","98","LIED10CTRL/LLN0$Status"
"712","0.002073483","ipcas_21:73:33","142","0","99","LIED10CTRL/LLN0$Status"
"713","0.001983815","ipcas_21:73:33","142","0","100","LIED10CTRL/LLN0$Status"
"714","0.001944767","ipcas_21:73:33","142","0","101","LIED10CTRL/LLN0$Status"
"715","0.002063461","ipcas_21:73:33","142","0","102","LIED10CTRL/LLN0$Status"
"716","0.001853801","ipcas_21:73:33","142","0","103","LIED10CTRL/LLN0$Status"
"717","0.002076227","ipcas_21:73:33","142","0","104","LIED10CTRL/LLN0$Status"
"718","0.002007947","ipcas_21:73:33","142","0","105","LIED10CTRL/LLN0$Status"
"719","0.002061186","ipcas_21:73:33","142","0","106","LIED10CTRL/LLN0$Status"
"720","0.001942390","ipcas_21:73:33","142","0","107","LIED10CTRL/LLN0$Status"
"721","0.002088869","ipcas_21:73:33","142","0","108","LIED10CTRL/LLN0$Status"
"722","0.001866198","ipcas_21:73:33","142","0","109","LIED10CTRL/LLN0$Status"
"723","0.001966051","ipcas_21:73:33","142","0","110","LIED10CTRL/LLN0$Status"
"724","0.002210302","ipcas_21:73:33","142","0","111","LIED10CTRL/LLN0$Status"
"725","0.001993445","ipcas_21:73:33","142","0","112","LIED10CTRL/LLN0$Status"
"726","0.001927002","ipcas_21:73:33","142","0","113","LIED10CTRL/LLN0$Status"
"727","0.001992442","ipcas_21:73:33","142","0","114","LIED10CTRL/LLN0$Status"
"728","0.002002548","ipcas_21:73:33","142","0","115","LIED10CTRL/LLN0$Status"
"729","0.002023433","ipcas_21:73:33","142","0","116","LIED10CTRL/LLN0$Status"
"730","0.001885604","ipcas_21:73:33","142","0","117","LIED10CTRL/LLN0$Status"
"731","0.001986932","ipcas_21:73:33","142","0","118","LIED10CTRL/LLN0$Status"
"732","0.002057971","ipcas_21:73:33","142","0","119","LIED10CTRL/LLN0$Status"
"733","0.002059949","ipcas_21:73:33","142","0","120","LIED10CTRL/LLN0$Status"
"734","0.002070320","ipcas_21:73:33","142","0","121","LIED10CTRL/LLN0$Status"
"735","0.001884823","ipcas_21:73:33","142","0","122","LIED10CTRL/LLN0$Status"
"736","0.002195071","ipcas_21:73:33","142","0","123","LIED10CTRL/LLN0$Status"
"737","0.001713423","ipcas_21:73:33","142","0","124","LIED10CTRL/LLN0$Status"
"738","0.002141871","ipcas_21:73:33","142","0","125","LIED10CTRL/LLN0$Status"
"739","0.002052492","ipcas_21:73:33","142","0","126","LIED10CTRL/LLN0$Status"
"740","0.001920088","ipcas_21:73:33","142","0","127","LIED10CTRL/LLN0$Status"
"741","0.002002995","ipcas_21:73:33","143","0","128","LIED10CTRL/LLN0$Status"
"742","0.001989555","ipcas_21:73:33","143","0","129","LIED10CTRL/LLN0$Status"
"743","0.001939354","ipcas_21:73:33","143","0","130","LIED10CTRL/LLN0$Status"
"744","0.002155347","ipcas_21:73:33","143","0","131","LIED10CTRL/LLN0$Status"
"745","0.001873203","ipcas_21:73:33","143","0","132","LIED10CTRL/LLN0$Status"
"746","0.002039113","ipcas_21:73:33","143","0","133","LIED10CTRL/LLN0$Status"
"747","0.001996824","ipcas_21:73:33","143","0","134","LIED10CTRL/LLN0$Status"
"748","0.002025119","ipcas_21:73:33","143","0","135","LIED10CTRL/LLN0$Status"
"749","0.001971006","ipcas_21:73:33","143","0","136","LIED10CTRL/LLN0$Status"
"750","0.001998948","ipcas_21:73:33","143","0","137","LIED10CTRL/LLN0$Status"
"751","0.001927522","ipcas_21:73:33","143","0","138","LIED10CTRL/LLN0$Status"
"752","0.002090267","ipcas_21:73:33","143","0","139","LIED10CTRL/LLN0$Status"
"753","0.002009616","ipcas_21:73:33","143","0","140","LIED10CTRL/LLN0$Status"
"754","0.001916056","ipcas_21:73:33","143","0","141","LIED10CTRL/LLN0$Status"
"755","0.002007885","ipcas_21:73:33","143","0","142","LIED10CTRL/LLN0$Status"
"756","0.002048356","ipcas_21:73:33","143","0","143","LIED10CTRL/LLN0$Status"
"757","0.001968097","ipcas_21:73:33","143","0","144","LIED10CTRL/LLN0$Status"
"758","0.002070683","ipcas_21:73:33","143","0","145","LIED10CTRL/LLN0$Status"
"759","0.001988830","ipcas_21:73:33","143","0","146","LIED10CTRL/LLN0$Status"
"760","0.001983759","ipcas_21:73:33","143","0","147","LIED10CTRL/LLN0$Status"
"761","0.001968342","ipcas_21:73:33","143","0","148","LIED10CTRL/LLN0$Status"
"762","0.002007709","ipcas_21:73:33","143","0","149","LIED10CTRL/LLN0$Status"
"763","0.001956624","ipcas_21:73:33","143","0","150","LIED10CTRL/LLN0$Status"
"764","0.001969530","ipcas_21:73:33","143","0","151","LIED10CTRL/LLN0$Status"
"765","0.002064069","ipcas_21:73:33","143","0","152","LIED10CTRL/LLN0$Status"
"766","0.002105173","ipcas_21:73:33","143","0","153","LIED10CTRL/LLN0$Status"
"767","0.001979011","ipcas_21:73:33","143","0","154","LIED10CTRL/LLN0$Status"
"768","0.001986344","ipcas_21:73:33","143","0","155","LIED10CTRL/LLN0$Status"
"769","0.001914509","ipcas_21:73:33","143","0","156","LIED10CTRL/LLN0$Status"
"770","0.001983289","ipcas_21:73:33","143","0","157","LIED10CTRL/LLN0$Status"
"771","0.002155575","ipcas_21:73:33","143","0","158","LIED10CTRL/LLN0$Status"
"772","0.001996417","ipcas_21:73:33","143","0","159","LIED10CTRL/LLN0$Status"
"773","0.001933956","ipcas_21:73:33","143","0","160","LIED10CTRL/LLN0$Status"
"774","0.002037784","ipcas_21:73:33","143","0","161","LIED10CTRL/LLN0$Status"
"775","0.001821092","ipcas_21:73:33","143","0","162","LIED10CTRL/LLN0$Status"
"776","0.002056074","ipcas_21:73:33","143","0","163","LIED10CTRL/LLN0$Status"
"777","0.002030787","ipcas_21:73:33","143","0","164","LIED10CTRL/LLN0$Status"
"778","0.001984002","ipcas_21:73:33","143","0","165","LIED10CTRL/LLN0$Status"
"779","0.001994394","ipcas_21:73:33","143","0","166","LIED10CTRL/LLN0$Status"
"780","0.001961943","ipcas_21:73:33","143","0","167","LIED10CTRL/LLN0$Status"
"781","0.002114285","ipcas_21:73:33","143","0","168","LIED10CTRL/LLN0$Status"
"782","0.001896156","ipcas_21:73:33","143","0","169","LIED10CTRL/LLN0$Status"
"783","0.002000548","ipcas_21:73:33","143","0","170","LIED10CTRL/LLN0$Status"
"784","0.002270554","ipcas_21:73:33","143","0","171","LIED10CTRL/LLN0$Status"
"785","0.001843375","ipcas_21:73:33","143","0","172","LIED10CTRL/LLN0$Status"
"786","0.001995547","ipcas_21:73:33","143","0","173","LIED10CTRL/LLN0$Status"
"787","0.002005770","ipcas_21:73:33","143","0","174","LIED10CTRL/LLN0$Status"
"788","0.001990693","ipcas_21:73:33","143","0","175","LIED10CTRL/LLN0$Status"
"789","0.002163850","ipcas_21:73:33","143","0","176","LIED10CTRL/LLN0$Status"
"790","0.001869794","ipcas_21:73:33","143","0","177","LIED10CTRL/LLN0$Status"
"791","0.001888735","ipcas_21:73:33","143","0","178","LIED10CTRL/LLN0$Status"
"792","0.002101856","ipcas_21:73:33","143","0","179","LIED10CTRL/LLN0$Status"
"793","0.001995213","ipcas_21:73:33","143","0","180","LIED10CTRL/LLN0$Status"
"794","0.001986078","ipcas_21:73:33","143","0","181","LIED10CTRL/LLN0$Status"
"795","0.001988600","ipcas_21:73:33","143","0","182","LIED10CTRL/LLN0$Status"
"796","0.001972677","ipcas_21:73:33","143","0","183","LIED10CTRL/LLN0$Status"
"797","0.002080253","ipcas_21:73:33","143","0","184","LIED10CTRL/LLN0$Status"
"798","0.001903380","ipcas_21:73:33","143","0","185","LIED10CTRL/LLN0$Status"
"799","0.001977245","ipcas_21:73:33","143","0","186","LIED10CTRL/LLN0$Status"
"800","0.002121116","ipcas_21:73:33","143","0","187","LIED10CTRL/LLN0$Status"
"801","0.001880909","ipcas_21:73:33","143","0","188","LIED10CTRL/LLN0$Status"
"802","0.002055700","ipcas_21:73:33","143","0","189","LIED10CTRL/LLN0$Status"
"803","0.001869290","ipcas_21:73:33","143","0","190","LIED10CTRL/LLN0$Status"
"804","0.002010353","ipcas_21:73:33","143","0","191","LIED10CTRL/LLN0$Status"
"805","0.002274344","ipcas_21:73:33","143","0","192","LIED10CTRL/LLN0$Status"
"806","0.001784006","ipcas_21:73:33","143","0","193","LIED10CTRL/LLN0$Status"
"807","0.002083708","ipcas_21:73:33","143","0","194","LIED10CTRL/LLN0$Status"
"808","0.001975375","ipcas_21:73:33","143","0","195","LIED10CTRL/LLN0$Status"
"809","0.001989620","ipcas_21:73:33","143","0","196","LIED10CTRL/LLN0$Status"
"810","0.002016971","ipcas_21:73:33","143","0","197","LIED10CTRL/LLN0$Status"
"811","0.001902616","ipcas_21:73:33","143","0","198","LIED10CTRL/LLN0$Status"
"812","0.002077324","ipcas_21:73:33","143","0","199","LIED10CTRL/LLN0$Status"
"813","0.001997829","ipcas_21:73:33","143","0","200","LIED10CTRL/LLN0$Status"
"814","0.002214764","ipcas_21:73:33","143","0","201","LIED10CTRL/LLN0$Status"
"815","0.001826503","ipcas_21:73:33","143","0","202","LIED10CTRL/LLN0$Status"
"816","0.001947804","ipcas_21:73:33","143","0","203","LIED10CTRL/LLN0$Status"
"817","0.002016484","ipcas_21:73:33","143","0","204","LIED10CTRL/LLN0$Status"
"818","0.002063153","ipcas_21:73:33","143","0","205","LIED10CTRL/LLN0$Status"
"819","0.001956360","ipcas_21:73:33","143","0","206","LIED10CTRL/LLN0$Status"
"820","0.001980542","ipcas_21:73:33","143","0","207","LIED10CTRL/LLN0$Status"
"821","0.002022843","ipcas_21:73:33","143","0","208","LIED10CTRL/LLN0$Status"
"822","0.002144295","ipcas_21:73:33","143","0","209","LIED10CTRL/LLN0$Status"
"823","0.002669912","ipcas_21:73:33","143","0","210","LIED10CTRL/LLN0$Status"
"824","0.001998217","ipcas_21:73:33","143","0","211","LIED10CTRL/LLN0$Status"
"825","0.001274764","ipcas_21:73:33","143","0","212","LIED10CTRL/LLN0$Status"
"826","0.001895397","ipcas_21:73:33","143","0","213","LIED10CTRL/LLN0$Status"
"827","0.002464609","ipcas_21:73:33","143","0","214","LIED10CTRL/LLN0$Status"
"828","0.001533169","ipcas_21:73:33","143","0","215","LIED10CTRL/LLN0$Status"
"829","0.002398911","ipcas_21:73:33","143","0","216","LIED10CTRL/LLN0$Status"
"830","0.002236547","ipcas_21:73:33","143","0","217","LIED10CTRL/LLN0$Status"
"831","0.001289899","ipcas_21:73:33","143","0","218","LIED10CTRL/LLN0$Status"
"832","0.002795067","ipcas_21:73:33","143","0","219","LIED10CTRL/LLN0$Status"
"833","0.000874425","ipcas_21:73:33","143","0","220","LIED10CTRL/LLN0$Status"
"834","0.002055687","ipcas_21:73:33","143","0","221","LIED10CTRL/LLN0$Status"
"835","0.001746677","ipcas_21:73:33","143","0","222","LIED10CTRL/LLN0$Status"
"836","0.001850991","ipcas_21:73:33","143","0","223","LIED10CTRL/LLN0$Status"
"837","0.002569689","ipcas_21:73:33","143","0","224","LIED10CTRL/LLN0$Status"
"838","0.001989607","ipcas_21:73:33","143","0","225","LIED10CTRL/LLN0$Status"
"839","0.002914119","ipcas_21:73:33","143","0","226","LIED10CTRL/LLN0$Status"
"840","0.001163974","ipcas_21:73:33","143","0","227","LIED10CTRL/LLN0$Status"
"841","0.002059026","ipcas_21:73:33","143","0","228","LIED10CTRL/LLN0$Status"
"842","0.001922429","ipcas_21:73:33","143","0","229","LIED10CTRL/LLN0$Status"
"843","0.001979314","ipcas_21:73:33","143","0","230","LIED10CTRL/LLN0$Status"
"844","0.002005212","ipcas_21:73:33","143","0","231","LIED10CTRL/LLN0$Status"
"845","0.001988791","ipcas_21:73:33","143","0","232","LIED10CTRL/LLN0$Status"
"846","0.002007521","ipcas_21:73:33","143","0","233","LIED10CTRL/LLN0$Status"
"847","0.001995584","ipcas_21:73:33","143","0","234","LIED10CTRL/LLN0$Status"
"848","0.002014340","ipcas_21:73:33","143","0","235","LIED10CTRL/LLN0$Status"
"849","0.001988816","ipcas_21:73:33","143","0","236","LIED10CTRL/LLN0$Status"
"850","0.001994824","ipcas_21:73:33","143","0","237","LIED10CTRL/LLN0$Status"
"851","0.002000148","ipcas_21:73:33","143","0","238","LIED10CTRL/LLN0$Status"
"852","0.002013918","ipcas_21:73:33","143","0","239","LIED10CTRL/LLN0$Status"
"853","0.001375809","ipcas_21:73:33","143","0","240","LIED10CTRL/LLN0$Status"
"854","0.001763777","ipcas_21:73:33","143","0","241","LIED10CTRL/LLN0$Status"
"855","0.001984983","ipcas_21:73:33","143","0","242","LIED10CTRL/LLN0$Status"
"856","0.002106751","ipcas_21:73:33","143","0","243","LIED10CTRL/LLN0$Status"
"857","0.001970409","ipcas_21:73:33","143","0","244","LIED10CTRL/LLN0$Status"
"858","0.002219356","ipcas_21:73:33","143","0","245","LIED10CTRL/LLN0$Status"
"859","0.002089557","ipcas_21:73:33","143","0","246","LIED10CTRL/LLN0$Status"
"860","0.001955427","ipcas_21:73:33","143","0","247","LIED10CTRL/LLN0$Status"
"861","0.002118358","ipcas_21:73:33","143","0","248","LIED10CTRL/LLN0$Status"
"862","0.001975634","ipcas_21:73:33","143","0","249","LIED10CTRL/LLN0$Status"
"863","0.002262743","ipcas_21:73:33","143","0","250","LIED10CTRL/LLN0$Status"
"864","0.002091575","ipcas_21:73:33","143","0","251","LIED10CTRL/LLN0$Status"
"865","0.001552314","ipcas_21:73:33","143","0","252","LIED10CTRL/LLN0$Status"
"866","0.002033231","ipcas_21:73:33","143","0","253","LIED10CTRL/LLN0$Status"
"867","0.001983700","ipcas_21:73:33","143","0","254","LIED10CTRL/LLN0$Status"
"868","0.002249860","ipcas_21:73:33","143","0","255","LIED10CTRL/LLN0$Status"
"869","0.001289491","ipcas_21:73:33","143","0","256","LIED10CTRL/LLN0$Status"
"870","0.001960873","ipcas_21:73:33","143","0","257","LIED10CTRL/LLN0$Status"
"871","0.002041203","ipcas_21:73:33","143","0","258","LIED10CTRL/LLN0$Status"
"872","0.002073725","ipcas_21:73:33","143","0","259","LIED10CTRL/LLN0$Status"
"873","0.001896638","ipcas_21:73:33","143","0","260","LIED10CTRL/LLN0$Status"
"874","0.001985199","ipcas_21:73:33","143","0","261","LIED10CTRL/LLN0$Status"
"875","0.002053705","ipcas_21:73:33","143","0","262","LIED10CTRL/LLN0$Status"
"876","0.002058521","ipcas_21:73:33","143","0","263","LIED10CTRL/LLN0$Status"
"877","0.001963059","ipcas_21:73:33","143","0","264","LIED10CTRL/LLN0$Status"
"878","0.001917009","ipcas_21:73:33","143","0","265","LIED10CTRL/LLN0$Status"
"879","0.002041457","ipcas_21:73:33","143","0","266","LIED10CTRL/LLN0$Status"
"880","0.001961887","ipcas_21:73:33","143","0","267","LIED10CTRL/LLN0$Status"
"881","0.002045255","ipcas_21:73:33","143","0","268","LIED10CTRL/LLN0$Status"
"882","0.002001807","ipcas_21:73:33","143","0","269","LIED10CTRL/LLN0$Status"
"883","0.002192963","ipcas_21:73:33","143","0","270","LIED10CTRL/LLN0$Status"
"884","0.004151254","ipcas_21:73:33","143","0","271","LIED10CTRL/LLN0$Status"
"885","0.000005707","ipcas_21:73:33","143","0","272","LIED10CTRL/LLN0$Status"
"886","0.001801621","ipcas_21:73:33","143","0","273","LIED10CTRL/LLN0$Status"
"887","0.001970800","ipcas_21:73:33","143","0","274","LIED10CTRL/LLN0$Status"
"888","0.001988607","ipcas_21:73:33","143","0","275","LIED10CTRL/LLN0$Status"
"889","0.002037304","ipcas_21:73:33","143","0","276","LIED10CTRL/LLN0$Status"
"890","0.002268348","ipcas_21:73:33","143","0","277","LIED10CTRL/LLN0$Status"
"891","0.001697892","ipcas_21:73:33","143","0","278","LIED10CTRL/LLN0$Status"
"892","0.001997702","ipcas_21:73:33","143","0","279","LIED10CTRL/LLN0$Status"
"893","0.001872288","ipcas_21:73:33","143","0","280","LIED10CTRL/LLN0$Status"
"894","0.002013102","ipcas_21:73:33","143","0","281","LIED10CTRL/LLN0$Status"
"895","0.002003887","ipcas_21:73:33","143","0","282","LIED10CTRL/LLN0$Status"
"896","0.002190202","ipcas_21:73:33","143","0","283","LIED10CTRL/LLN0$Status"
"897","0.002012008","ipcas_21:73:33","143","0","284","LIED10CTRL/LLN0$Status"
"898","0.002073565","ipcas_21:73:33","143","0","285","LIED10CTRL/LLN0$Status"
"899","0.001909129","ipcas_21:73:33","143","0","286","LIED10CTRL/LLN0$Status"
"900","0.001996112","ipcas_21:73:33","143","0","287","LIED10CTRL/LLN0$Status"
"901","0.001994499","ipcas_21:73:33","143","0","288","LIED10CTRL/LLN0$Status"
"902","0.001980006","ipcas_21:73:33","143","0","289","LIED10CTRL/LLN0$Status"
"903","0.002275448","ipcas_21:73:33","143","0","290","LIED10CTRL/LLN0$Status"
"904","0.001756237","ipcas_21:73:33","143","0","291","LIED10CTRL/LLN0$Status"
"905","0.002002633","ipcas_21:73:33","143","0","292","LIED10CTRL/LLN0$Status"
"906","0.001804530","ipcas_21:73:33","143","0","293","LIED10CTRL/LLN0$Status"
"907","0.002008040","ipcas_21:73:33","143","0","294","LIED10CTRL/LLN0$Status"
"908","0.001999212","ipcas_21:73:33","143","0","295","LIED10CTRL/LLN0$Status"
"909","0.002070887","ipcas_21:73:33","143","0","296","LIED10CTRL/LLN0$Status"
"910","0.001944747","ipcas_21:73:33","143","0","297","LIED10CTRL/LLN0$Status"
"911","0.002080450","ipcas_21:73:33","143","0","298","LIED10CTRL/LLN0$Status"
"912","0.001937881","ipcas_21:73:33","143","0","299","LIED10CTRL/LLN0$Status"
"913","0.002154471","ipcas_21:73:33","143","0","300","LIED10CTRL/LLN0$Status"
"914","0.001984795","ipcas_21:73:33","143","0","301","LIED10CTRL/LLN0$Status"
"915","0.002004210","ipcas_21:73:33","143","0","302","LIED10CTRL/LLN0$Status"
"916","0.002030077","ipcas_21:73:33","143","0","303","LIED10CTRL/LLN0$Status"
"917","0.001916859","ipcas_21:73:33","143","0","304","LIED10CTRL/LLN0$Status"
"918","0.002081762","ipcas_21:73:33","143","0","305","LIED10CTRL/LLN0$Status"
"919","0.001940897","ipcas_21:73:33","143","0","306","LIED10CTRL/LLN0$Status"
"920","0.002054831","ipcas_21:73:33","143","0","307","LIED10CTRL/LLN0$Status"
"921","0.001897519","ipcas_21:73:33","143","0","308","LIED10CTRL/LLN0$Status"
"922","0.002086237","ipcas_21:73:33","143","0","309","LIED10CTRL/LLN0$Status"
"923","0.001887891","ipcas_21:73:33","143","0","310","LIED10CTRL/LLN0$Status"
"924","0.002094802","ipcas_21:73:33","143","0","311","LIED10CTRL/LLN0$Status"
"925","0.002004787","ipcas_21:73:33","143","0","312","LIED10CTRL/LLN0$Status"
"926","0.001988984","ipcas_21:73:33","143","0","313","LIED10CTRL/LLN0$Status"
"927","0.002077731","ipcas_21:73:33","143","0","314","LIED10CTRL/LLN0$Status"
"928","0.001950009","ipcas_21:73:33","143","0","315","LIED10CTRL/LLN0$Status"
