"No.","Time","Source","Length","stNum","sqNum","Data","goID","integer","integer","integer"
"616","12.372801077","ipcas_21:73:33","188","3","1","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"667","13.412489918","ipcas_21:73:33","149","3","2","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"668","13.412499999","ipcas_21:73:33","146","3","2","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"669","13.412500576","ipcas_21:73:33","188","3","2","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"720","14.572623690","ipcas_21:73:33","149","3","3","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"721","14.573436639","ipcas_21:73:33","146","3","3","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"722","14.573441123","ipcas_21:73:33","188","3","3","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"773","15.593483040","ipcas_21:73:33","149","3","4","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"774","15.594290919","ipcas_21:73:33","146","3","4","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"775","15.594293822","ipcas_21:73:33","188","3","4","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"826","16.652865854","ipcas_21:73:33","149","3","5","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"827","16.652872340","ipcas_21:73:33","146","3","5","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"828","16.652872910","ipcas_21:73:33","188","3","5","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"879","17.670738297","ipcas_21:73:33","149","3","6","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"880","17.670871326","ipcas_21:73:33","146","3","6","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"881","17.671498412","ipcas_21:73:33","188","3","6","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"941","18.705783537","ipcas_21:73:33","149","3","7","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"942","18.705784372","ipcas_21:73:33","146","3","7","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"943","18.705785150","ipcas_21:73:33","188","3","7","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"1008","19.817018850","ipcas_21:73:33","149","3","8","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"1009","19.817029765","ipcas_21:73:33","146","3","8","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"1010","19.819645098","ipcas_21:73:33","188","3","8","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"1061","21.062585681","ipcas_21:73:33","149","3","9","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"1062","21.062595541","ipcas_21:73:33","146","3","9","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"1063","21.062596499","ipcas_21:73:33","188","3","9","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"1114","22.229010434","ipcas_21:73:33","149","3","10","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"1115","22.229020878","ipcas_21:73:33","146","3","10","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"1116","22.229022585","ipcas_21:73:33","188","3","10","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"1167","23.257949766","ipcas_21:73:33","149","3","11","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"1168","23.257960434","ipcas_21:73:33","146","3","11","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"1169","23.258662490","ipcas_21:73:33","188","3","11","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"1220","24.298553040","ipcas_21:73:33","149","3","12","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"1221","24.298564001","ipcas_21:73:33","146","3","12","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"1222","24.298565060","ipcas_21:73:33","188","3","12","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"1273","25.319603843","ipcas_21:73:33","149","3","13","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"1274","25.319615457","ipcas_21:73:33","146","3","13","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"1275","25.319616613","ipcas_21:73:33","188","3","13","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"1326","26.362457113","ipcas_21:73:33","149","3","14","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"1327","26.362468176","ipcas_21:73:33","146","3","14","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"1328","26.362469174","ipcas_21:73:33","188","3","14","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"1379","27.407865183","ipcas_21:73:33","149","3","15","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"1380","27.407875393","ipcas_21:73:33","146","3","15","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"1381","27.407876893","ipcas_21:73:33","188","3","15","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"1432","28.433418618","ipcas_21:73:33","149","3","16","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"1433","28.433426935","ipcas_21:73:33","146","3","16","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"1434","28.433427507","ipcas_21:73:33","188","3","16","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"1485","29.453163609","ipcas_21:73:33","149","3","17","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"1486","29.453173375","ipcas_21:73:33","146","3","17","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"1487","29.453174384","ipcas_21:73:33","188","3","17","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"1542","30.501088879","ipcas_21:73:33","149","3","18","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"1543","30.501100078","ipcas_21:73:33","146","3","18","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"1544","30.501101712","ipcas_21:73:33","188","3","18","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"1604","31.525059946","ipcas_21:73:33","149","3","19","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"1605","31.525070751","ipcas_21:73:33","146","3","19","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"1606","31.525957043","ipcas_21:73:33","188","3","19","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"1659","32.574570310","ipcas_21:73:33","149","3","20","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"1660","32.574581265","ipcas_21:73:33","146","3","20","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"1661","32.575178332","ipcas_21:73:33","188","3","20","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"1714","33.617658345","ipcas_21:73:33","149","3","21","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"1715","33.617691899","ipcas_21:73:33","146","3","21","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"1716","33.617693820","ipcas_21:73:33","188","3","21","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"1770","34.645765126","ipcas_21:73:33","149","3","22","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"1771","34.645774514","ipcas_21:73:33","146","3","22","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"1772","34.648316825","ipcas_21:73:33","188","3","22","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"1823","35.698391159","ipcas_21:73:33","149","3","23","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"1824","35.698402903","ipcas_21:73:33","146","3","23","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"1825","35.698404280","ipcas_21:73:33","188","3","23","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"1876","36.742102330","ipcas_21:73:33","149","3","24","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"1877","36.742114408","ipcas_21:73:33","146","3","24","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"1878","36.742115620","ipcas_21:73:33","188","3","24","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"1929","37.781108452","ipcas_21:73:33","149","3","25","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"1930","37.781757265","ipcas_21:73:33","146","3","25","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"1931","37.782275021","ipcas_21:73:33","188","3","25","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"1984","38.812399959","ipcas_21:73:33","149","3","26","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"1985","38.812411930","ipcas_21:73:33","146","3","26","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"1986","38.812413103","ipcas_21:73:33","188","3","26","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"2038","39.855125565","ipcas_21:73:33","149","3","27","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"2039","39.855137727","ipcas_21:73:33","146","3","27","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"2040","39.855494934","ipcas_21:73:33","188","3","27","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"2091","40.884931013","ipcas_21:73:33","149","3","28","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"2092","40.884943763","ipcas_21:73:33","146","3","28","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"2093","40.884945814","ipcas_21:73:33","188","3","28","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"2144","41.906104449","ipcas_21:73:33","149","3","29","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"2145","41.906117138","ipcas_21:73:33","146","3","29","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"2146","41.906118301","ipcas_21:73:33","188","3","29","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"2197","42.928649274","ipcas_21:73:33","149","3","30","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"2198","42.929765845","ipcas_21:73:33","146","3","30","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"2199","42.929773753","ipcas_21:73:33","188","3","30","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"2250","43.963643514","ipcas_21:73:33","149","3","31","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"2251","43.963654563","ipcas_21:73:33","146","3","31","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"2252","43.964032417","ipcas_21:73:33","188","3","31","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"2303","44.991149010","ipcas_21:73:33","149","3","32","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"2304","44.992192774","ipcas_21:73:33","146","3","32","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"2305","44.992198751","ipcas_21:73:33","188","3","32","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"2357","46.017520035","ipcas_21:73:33","149","3","33","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"2358","46.019190970","ipcas_21:73:33","146","3","33","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"2359","46.019197599","ipcas_21:73:33","188","3","33","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"2410","47.051603359","ipcas_21:73:33","149","3","34","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"2411","47.051615598","ipcas_21:73:33","146","3","34","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"2412","47.051616844","ipcas_21:73:33","188","3","34","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"2463","48.077610311","ipcas_21:73:33","149","3","35","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"2464","48.077622539","ipcas_21:73:33","146","3","35","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"2465","48.077791978","ipcas_21:73:33","188","3","35","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"2516","49.134140350","ipcas_21:73:33","149","3","36","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"2517","49.134152371","ipcas_21:73:33","146","3","36","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"2518","49.134153470","ipcas_21:73:33","188","3","36","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"2569","50.166110406","ipcas_21:73:33","149","3","37","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"2570","50.166122831","ipcas_21:73:33","146","3","37","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"2571","50.166124488","ipcas_21:73:33","188","3","37","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"2622","51.217340946","ipcas_21:73:33","149","3","38","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"2623","51.217353074","ipcas_21:73:33","146","3","38","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"2624","51.217354223","ipcas_21:73:33","188","3","38","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"2675","52.251799580","ipcas_21:73:33","149","3","39","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"2676","52.251811902","ipcas_21:73:33","146","3","39","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"2677","52.251813061","ipcas_21:73:33","188","3","39","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"2729","53.289201278","ipcas_21:73:33","149","3","40","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"2730","53.289210936","ipcas_21:73:33","146","3","40","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"2731","53.289211529","ipcas_21:73:33","188","3","40","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"2782","54.300893727","ipcas_21:73:33","149","3","41","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"2783","54.300905261","ipcas_21:73:33","146","3","41","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"2784","54.300906296","ipcas_21:73:33","188","3","41","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"2835","55.330697726","ipcas_21:73:33","149","3","42","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"2836","55.330710779","ipcas_21:73:33","146","3","42","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"2837","55.330712683","ipcas_21:73:33","188","3","42","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"2888","56.379657855","ipcas_21:73:33","149","3","43","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"2889","56.379692431","ipcas_21:73:33","146","3","43","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"2890","56.379693667","ipcas_21:73:33","188","3","43","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"2941","57.425282548","ipcas_21:73:33","149","3","44","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"2942","57.425294309","ipcas_21:73:33","146","3","44","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"2943","57.425294831","ipcas_21:73:33","188","3","44","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"2994","58.433491862","ipcas_21:73:33","149","3","45","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"2995","58.433505630","ipcas_21:73:33","146","3","45","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"2996","58.433506863","ipcas_21:73:33","188","3","45","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"3047","59.486505236","ipcas_21:73:33","149","3","46","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"3048","59.486560031","ipcas_21:73:33","146","3","46","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"3049","59.486568493","ipcas_21:73:33","188","3","46","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"3100","60.526451601","ipcas_21:73:33","149","3","47","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"3101","60.526465092","ipcas_21:73:33","146","3","47","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"3102","60.526467247","ipcas_21:73:33","188","3","47","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"3153","61.579200320","ipcas_21:73:33","149","3","48","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"3154","61.579211966","ipcas_21:73:33","146","3","48","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"3155","61.579212756","ipcas_21:73:33","188","3","48","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"3207","62.642714821","ipcas_21:73:33","149","3","49","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"3208","62.642727030","ipcas_21:73:33","146","3","49","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"3209","62.642728252","ipcas_21:73:33","188","3","49","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"3260","63.760835782","ipcas_21:73:33","149","3","50","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"3261","63.760847368","ipcas_21:73:33","146","3","50","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
"3262","63.760848505","ipcas_21:73:33","188","3","50","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED10MEAS/LLN0$Measurement","0","0","0"
"3313","64.820078936","ipcas_21:73:33","149","3","51","integer,integer,integer,integer,boolean","LIED10CTRL/LLN0$Status","0","1","0"
"3314","64.820091247","ipcas_21:73:33","146","3","51","boolean,integer,boolean,boolean,boolean","LIED10PROT/LLN0$Alarm","1","",""
