"No.","Time","Source","Length","stNum","sqNum","Data","goID","integer","integer","integer"
"1007","19.771587275","ipcas_21:73:16","166","1","18","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6360","6354","6345"
"1059","20.794122192","ipcas_21:73:16","131","1","19","boolean","UFIEDPROT/LLN0$Alarm","","",""
"1060","20.794124844","ipcas_21:73:16","166","1","19","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6349","6348","6359"
"1112","21.824277776","ipcas_21:73:16","131","1","20","boolean","UFIEDPROT/LLN0$Alarm","","",""
"1113","21.824282814","ipcas_21:73:16","166","1","20","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6347","6359","6357"
"1165","22.865933761","ipcas_21:73:16","131","1","21","boolean","UFIEDPROT/LLN0$Alarm","","",""
"1166","22.866420333","ipcas_21:73:16","166","1","21","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6350","6345","6356"
"1218","23.883931964","ipcas_21:73:16","131","1","22","boolean","UFIEDPROT/LLN0$Alarm","","",""
"1219","23.883933755","ipcas_21:73:16","166","1","22","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6359","6359","6347"
"1271","24.903538629","ipcas_21:73:16","131","1","23","boolean","UFIEDPROT/LLN0$Alarm","","",""
"1272","24.903539417","ipcas_21:73:16","166","1","23","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6351","6347","6359"
"1324","25.952955023","ipcas_21:73:16","131","1","24","boolean","UFIEDPROT/LLN0$Alarm","","",""
"1325","25.952958358","ipcas_21:73:16","166","1","24","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6361","6347","6346"
"1377","26.975471433","ipcas_21:73:16","131","1","25","boolean","UFIEDPROT/LLN0$Alarm","","",""
"1378","26.975472592","ipcas_21:73:16","166","1","25","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6355","6356","6355"
"1430","28.004724826","ipcas_21:73:16","131","1","26","boolean","UFIEDPROT/LLN0$Alarm","","",""
"1431","28.004730336","ipcas_21:73:16","166","1","26","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6344","6357","6361"
"1483","29.030717997","ipcas_21:73:16","131","1","27","boolean","UFIEDPROT/LLN0$Alarm","","",""
"1484","29.030722778","ipcas_21:73:16","166","1","27","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6352","6344","6354"
"1540","30.065281894","ipcas_21:73:16","131","1","28","boolean","UFIEDPROT/LLN0$Alarm","","",""
"1541","30.065289858","ipcas_21:73:16","166","1","28","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6351","6361","6343"
"1601","31.113364396","ipcas_21:73:16","131","1","29","boolean","UFIEDPROT/LLN0$Alarm","","",""
"1602","31.113368232","ipcas_21:73:16","166","1","29","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6352","6359","6354"
"1657","32.144673125","ipcas_21:73:16","131","1","30","boolean","UFIEDPROT/LLN0$Alarm","","",""
"1658","32.144677116","ipcas_21:73:16","166","1","30","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6342","6360","6349"
"1712","33.190425639","ipcas_21:73:16","131","1","31","boolean","UFIEDPROT/LLN0$Alarm","","",""
"1713","33.190430341","ipcas_21:73:16","166","1","31","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6348","6341","6352"
"1766","34.237538082","ipcas_21:73:16","131","1","32","boolean","UFIEDPROT/LLN0$Alarm","","",""
"1767","34.237538819","ipcas_21:73:16","166","1","32","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6358","6359","6357"
"1821","35.286104174","ipcas_21:73:16","131","1","33","boolean","UFIEDPROT/LLN0$Alarm","","",""
"1822","35.286107421","ipcas_21:73:16","166","1","33","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6356","6342","6345"
"1874","36.330678162","ipcas_21:73:16","131","1","34","boolean","UFIEDPROT/LLN0$Alarm","","",""
"1875","36.331099983","ipcas_21:73:16","166","1","34","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6342","6359","6347"
"1927","37.380643276","ipcas_21:73:16","131","1","35","boolean","UFIEDPROT/LLN0$Alarm","","",""
"1928","37.380651691","ipcas_21:73:16","166","1","35","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6358","6344","6354"
"1981","38.456700719","ipcas_21:73:16","131","1","36","boolean","UFIEDPROT/LLN0$Alarm","","",""
"1982","38.456902151","ipcas_21:73:16","166","1","36","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6347","6344","6350"
"2036","39.473109995","ipcas_21:73:16","131","1","37","boolean","UFIEDPROT/LLN0$Alarm","","",""
"2037","39.473110340","ipcas_21:73:16","166","1","37","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6351","6354","6354"
"2089","40.499285769","ipcas_21:73:16","131","1","38","boolean","UFIEDPROT/LLN0$Alarm","","",""
"2090","40.499291883","ipcas_21:73:16","166","1","38","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6341","6348","6354"
"2142","41.523065265","ipcas_21:73:16","131","1","39","boolean","UFIEDPROT/LLN0$Alarm","","",""
"2143","41.523068956","ipcas_21:73:16","166","1","39","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6348","6360","6352"
"2195","42.545565495","ipcas_21:73:16","131","1","40","boolean","UFIEDPROT/LLN0$Alarm","","",""
"2196","42.545566278","ipcas_21:73:16","166","1","40","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6350","6360","6347"
"2248","43.564909334","ipcas_21:73:16","131","1","41","boolean","UFIEDPROT/LLN0$Alarm","","",""
"2249","43.564910040","ipcas_21:73:16","166","1","41","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6342","6349","6349"
"2301","44.592709860","ipcas_21:73:16","131","1","42","boolean","UFIEDPROT/LLN0$Alarm","","",""
"2302","44.592715751","ipcas_21:73:16","166","1","42","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6346","6355","6343"
"2354","45.627082896","ipcas_21:73:16","131","1","43","boolean","UFIEDPROT/LLN0$Alarm","","",""
"2355","45.627084099","ipcas_21:73:16","166","1","43","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6343","6357","6351"
"2408","46.674597253","ipcas_21:73:16","131","1","44","boolean","UFIEDPROT/LLN0$Alarm","","",""
"2409","46.674600566","ipcas_21:73:16","166","1","44","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6348","6351","6345"
"2461","47.687131667","ipcas_21:73:16","131","1","45","boolean","UFIEDPROT/LLN0$Alarm","","",""
"2462","47.687135491","ipcas_21:73:16","166","1","45","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6354","6342","6347"
"2514","48.716986596","ipcas_21:73:16","131","1","46","boolean","UFIEDPROT/LLN0$Alarm","","",""
"2515","48.716987589","ipcas_21:73:16","166","1","46","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6360","6352","6357"
"2567","49.741669818","ipcas_21:73:16","131","1","47","boolean","UFIEDPROT/LLN0$Alarm","","",""
"2568","49.741673554","ipcas_21:73:16","166","1","47","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6357","6342","6347"
"2620","50.765655396","ipcas_21:73:16","131","1","48","boolean","UFIEDPROT/LLN0$Alarm","","",""
"2621","50.765655887","ipcas_21:73:16","166","1","48","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6348","6353","6352"
"2673","51.794187559","ipcas_21:73:16","131","1","49","boolean","UFIEDPROT/LLN0$Alarm","","",""
"2674","51.794194238","ipcas_21:73:16","166","1","49","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6341","6360","6360"
"2727","52.829779635","ipcas_21:73:16","131","1","50","boolean","UFIEDPROT/LLN0$Alarm","","",""
"2728","52.829781136","ipcas_21:73:16","166","1","50","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6344","6354","6348"
"2780","53.849454081","ipcas_21:73:16","131","1","51","boolean","UFIEDPROT/LLN0$Alarm","","",""
"2781","53.849455104","ipcas_21:73:16","166","1","51","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6351","6353","6349"
"2833","54.877189300","ipcas_21:73:16","131","1","52","boolean","UFIEDPROT/LLN0$Alarm","","",""
"2834","54.877189923","ipcas_21:73:16","166","1","52","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6349","6353","6341"
"2886","55.896105644","ipcas_21:73:16","131","1","53","boolean","UFIEDPROT/LLN0$Alarm","","",""
"2887","55.896107302","ipcas_21:73:16","166","1","53","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6359","6342","6343"
"2939","56.926725806","ipcas_21:73:16","131","1","54","boolean","UFIEDPROT/LLN0$Alarm","","",""
"2940","56.926734856","ipcas_21:73:16","166","1","54","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6356","6353","6346"
"2992","57.958508051","ipcas_21:73:16","131","1","55","boolean","UFIEDPROT/LLN0$Alarm","","",""
"2993","57.958509100","ipcas_21:73:16","166","1","55","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6342","6342","6353"
"3045","58.982446609","ipcas_21:73:16","131","1","56","boolean","UFIEDPROT/LLN0$Alarm","","",""
"3046","58.982450293","ipcas_21:73:16","166","1","56","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6355","6355","6346"
"3098","60.006347720","ipcas_21:73:16","131","1","57","boolean","UFIEDPROT/LLN0$Alarm","","",""
"3099","60.006353298","ipcas_21:73:16","166","1","57","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6359","6348","6351"
"3151","61.054976918","ipcas_21:73:16","131","1","58","boolean","UFIEDPROT/LLN0$Alarm","","",""
"3152","61.054977519","ipcas_21:73:16","166","1","58","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6353","6355","6347"
"3205","62.076538841","ipcas_21:73:16","131","1","59","boolean","UFIEDPROT/LLN0$Alarm","","",""
"3206","62.076540525","ipcas_21:73:16","166","1","59","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6354","6350","6352"
"3258","63.109041923","ipcas_21:73:16","131","1","60","boolean","UFIEDPROT/LLN0$Alarm","","",""
"3259","63.109197552","ipcas_21:73:16","166","1","60","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6348","6354","6343"
"3311","64.167798963","ipcas_21:73:16","131","1","61","boolean","UFIEDPROT/LLN0$Alarm","","",""
"3312","64.167800577","ipcas_21:73:16","166","1","61","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6345","6351","6359"
"3364","65.172705818","ipcas_21:73:16","131","1","62","boolean","UFIEDPROT/LLN0$Alarm","","",""
"3365","65.172712339","ipcas_21:73:16","166","1","62","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6355","6357","6348"
"3417","66.207418588","ipcas_21:73:16","131","1","63","boolean","UFIEDPROT/LLN0$Alarm","","",""
"3418","66.207419666","ipcas_21:73:16","166","1","63","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6349","6354","6346"
"3470","67.230399231","ipcas_21:73:16","131","1","64","boolean","UFIEDPROT/LLN0$Alarm","","",""
"3471","67.230399564","ipcas_21:73:16","166","1","64","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6356","6341","6355"
"3529","68.253923528","ipcas_21:73:16","131","1","65","boolean","UFIEDPROT/LLN0$Alarm","","",""
"3530","68.253927262","ipcas_21:73:16","166","1","65","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6355","6346","6357"
"3591","69.308290228","ipcas_21:73:16","131","1","66","boolean","UFIEDPROT/LLN0$Alarm","","",""
"3592","69.308295110","ipcas_21:73:16","166","1","66","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6345","6356","6357"
"3671","70.337097097","ipcas_21:73:16","131","1","67","boolean","UFIEDPROT/LLN0$Alarm","","",""
"3672","70.337104594","ipcas_21:73:16","166","1","67","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6360","6351","6343"
"3742","71.365078671","ipcas_21:73:16","131","1","68","boolean","UFIEDPROT/LLN0$Alarm","","",""
"3743","71.365088123","ipcas_21:73:16","166","1","68","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6356","6350","6341"
"3801","72.387450273","ipcas_21:73:16","131","1","69","boolean","UFIEDPROT/LLN0$Alarm","","",""
"3802","72.387458328","ipcas_21:73:16","166","1","69","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6357","6351","6351"
"3856","73.412894591","ipcas_21:73:16","131","1","70","boolean","UFIEDPROT/LLN0$Alarm","","",""
"3857","73.412895090","ipcas_21:73:16","166","1","70","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6342","6349","6345"
"3917","74.440331882","ipcas_21:73:16","131","1","71","boolean","UFIEDPROT/LLN0$Alarm","","",""
"3918","74.440336121","ipcas_21:73:16","166","1","71","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6349","6359","6353"
"3976","75.448069053","ipcas_21:73:16","131","1","72","boolean","UFIEDPROT/LLN0$Alarm","","",""
"3977","75.448074309","ipcas_21:73:16","166","1","72","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6358","6360","6353"
"4031","76.471991481","ipcas_21:73:16","131","1","73","boolean","UFIEDPROT/LLN0$Alarm","","",""
"4032","76.471995995","ipcas_21:73:16","166","1","73","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6356","6355","6353"
"4095","77.519648261","ipcas_21:73:16","131","1","74","boolean","UFIEDPROT/LLN0$Alarm","","",""
"4096","77.519649893","ipcas_21:73:16","166","1","74","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6343","6359","6341"
"4157","78.548576176","ipcas_21:73:16","131","1","75","boolean","UFIEDPROT/LLN0$Alarm","","",""
"4158","78.548584455","ipcas_21:73:16","166","1","75","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6346","6343","6350"
"4211","79.576095103","ipcas_21:73:16","131","1","76","boolean","UFIEDPROT/LLN0$Alarm","","",""
"4212","79.576103139","ipcas_21:73:16","166","1","76","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6346","6343","6355"
"4288","80.607553824","ipcas_21:73:16","131","1","77","boolean","UFIEDPROT/LLN0$Alarm","","",""
"4289","80.607560065","ipcas_21:73:16","166","1","77","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6347","6353","6344"
"4386","81.653671810","ipcas_21:73:16","131","1","78","boolean","UFIEDPROT/LLN0$Alarm","","",""
"4387","81.653673391","ipcas_21:73:16","166","1","78","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6344","6358","6360"
"4475","82.704498499","ipcas_21:73:16","131","1","79","boolean","UFIEDPROT/LLN0$Alarm","","",""
"4476","82.704504061","ipcas_21:73:16","166","1","79","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6357","6354","6351"
"4538","83.760384485","ipcas_21:73:16","131","1","80","boolean","UFIEDPROT/LLN0$Alarm","","",""
"4539","83.760387739","ipcas_21:73:16","166","1","80","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6350","6341","6357"
"4597","84.782796200","ipcas_21:73:16","131","1","81","boolean","UFIEDPROT/LLN0$Alarm","","",""
"4598","84.782796598","ipcas_21:73:16","166","1","81","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6353","6354","6360"
"4661","85.810562368","ipcas_21:73:16","131","1","82","boolean","UFIEDPROT/LLN0$Alarm","","",""
"4662","85.810571392","ipcas_21:73:16","166","1","82","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6351","6344","6344"
"4717","86.831265999","ipcas_21:73:16","131","1","83","boolean","UFIEDPROT/LLN0$Alarm","","",""
"4718","86.831266628","ipcas_21:73:16","166","1","83","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6349","6341","6343"
"4771","87.852563052","ipcas_21:73:16","131","1","84","boolean","UFIEDPROT/LLN0$Alarm","","",""
"4772","87.852564071","ipcas_21:73:16","166","1","84","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6361","6353","6353"
"4830","88.869453371","ipcas_21:73:16","131","1","85","boolean","UFIEDPROT/LLN0$Alarm","","",""
"4831","88.869457899","ipcas_21:73:16","166","1","85","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6351","6347","6361"
"4865","89.890868961","ipcas_21:73:16","131","1","86","boolean","UFIEDPROT/LLN0$Alarm","","",""
"4866","89.890869292","ipcas_21:73:16","166","1","86","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6353","6358","6356"
"4915","90.917500043","ipcas_21:73:16","131","1","87","boolean","UFIEDPROT/LLN0$Alarm","","",""
"4916","90.917500992","ipcas_21:73:16","166","1","87","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6347","6348","6343"
"4970","91.937508784","ipcas_21:73:16","131","1","88","boolean","UFIEDPROT/LLN0$Alarm","","",""
"4971","91.937515583","ipcas_21:73:16","166","1","88","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6355","6346","6351"
"5023","92.968547744","ipcas_21:73:16","131","1","89","boolean","UFIEDPROT/LLN0$Alarm","","",""
"5024","92.968548844","ipcas_21:73:16","166","1","89","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6348","6347","6349"
"5082","94.003979528","ipcas_21:73:16","131","1","90","boolean","UFIEDPROT/LLN0$Alarm","","",""
"5083","94.003981333","ipcas_21:73:16","166","1","90","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6350","6350","6361"
"5141","95.014183479","ipcas_21:73:16","131","1","91","boolean","UFIEDPROT/LLN0$Alarm","","",""
"5142","95.014184081","ipcas_21:73:16","166","1","91","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6341","6341","6348"
"5195","96.034809120","ipcas_21:73:16","131","1","92","boolean","UFIEDPROT/LLN0$Alarm","","",""
"5196","96.034810025","ipcas_21:73:16","166","1","92","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6347","6357","6344"
"5238","97.079216608","ipcas_21:73:16","131","1","93","boolean","UFIEDPROT/LLN0$Alarm","","",""
"5239","97.079218089","ipcas_21:73:16","166","1","93","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6348","6347","6341"
"5297","98.104530946","ipcas_21:73:16","131","1","94","boolean","UFIEDPROT/LLN0$Alarm","","",""
"5298","98.104531634","ipcas_21:73:16","166","1","94","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6350","6344","6353"
"5350","99.150744503","ipcas_21:73:16","131","1","95","boolean","UFIEDPROT/LLN0$Alarm","","",""
"5351","99.150745201","ipcas_21:73:16","166","1","95","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6342","6341","6345"
"5436","100.216497169","ipcas_21:73:16","131","1","96","boolean","UFIEDPROT/LLN0$Alarm","","",""
"5437","100.216501660","ipcas_21:73:16","166","1","96","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6352","6354","6343"
"5491","101.255020700","ipcas_21:73:16","131","1","97","boolean","UFIEDPROT/LLN0$Alarm","","",""
"5492","101.255021066","ipcas_21:73:16","166","1","97","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6351","6357","6360"
"5545","102.273583404","ipcas_21:73:16","131","1","98","boolean","UFIEDPROT/LLN0$Alarm","","",""
"5546","102.273583775","ipcas_21:73:16","166","1","98","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6356","6348","6350"
"5598","103.310872733","ipcas_21:73:16","131","1","99","boolean","UFIEDPROT/LLN0$Alarm","","",""
"5599","103.310876801","ipcas_21:73:16","166","1","99","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6344","6355","6347"
"5651","104.335170228","ipcas_21:73:16","131","1","100","boolean","UFIEDPROT/LLN0$Alarm","","",""
"5652","104.335174124","ipcas_21:73:16","166","1","100","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6348","6349","6349"
"5704","105.371456435","ipcas_21:73:16","131","1","101","boolean","UFIEDPROT/LLN0$Alarm","","",""
"5705","105.371463658","ipcas_21:73:16","166","1","101","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6345","6343","6360"
"5758","106.528675217","ipcas_21:73:16","131","1","102","boolean","UFIEDPROT/LLN0$Alarm","","",""
"5759","106.528688604","ipcas_21:73:16","166","1","102","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6347","6347","6348"
"5811","107.619499480","ipcas_21:73:16","131","1","103","boolean","UFIEDPROT/LLN0$Alarm","","",""
"5812","107.619577162","ipcas_21:73:16","166","1","103","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6347","6347","6355"
"5866","108.693701977","ipcas_21:73:16","131","1","104","boolean","UFIEDPROT/LLN0$Alarm","","",""
"5867","108.693706640","ipcas_21:73:16","166","1","104","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6354","6359","6348"
"5954","110.769427151","ipcas_21:73:16","131","1","105","boolean","UFIEDPROT/LLN0$Alarm","","",""
"5955","110.769430888","ipcas_21:73:16","166","1","105","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6346","6358","6359"
"6011","111.846121814","ipcas_21:73:16","131","1","106","boolean","UFIEDPROT/LLN0$Alarm","","",""
"6012","111.846125602","ipcas_21:73:16","166","1","106","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6346","6353","6341"
"6082","112.912404068","ipcas_21:73:16","131","1","107","boolean","UFIEDPROT/LLN0$Alarm","","",""
"6083","112.912410153","ipcas_21:73:16","166","1","107","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6355","6353","6342"
"6158","114.007169109","ipcas_21:73:16","131","1","108","boolean","UFIEDPROT/LLN0$Alarm","","",""
"6159","114.007172863","ipcas_21:73:16","166","1","108","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6349","6347","6343"
"6248","115.034476796","ipcas_21:73:16","131","1","109","boolean","UFIEDPROT/LLN0$Alarm","","",""
"6249","115.034480474","ipcas_21:73:16","166","1","109","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6359","6345","6359"
"6368","116.085900311","ipcas_21:73:16","131","1","110","boolean","UFIEDPROT/LLN0$Alarm","","",""
"6369","116.085904182","ipcas_21:73:16","166","1","110","integer,integer,integer,floating-point","UFIEDMEAS/LLN0$Measurement","6348","6346","6341"
"6471","117.132510258","ipcas_21:73:16","131","1","111","boolean","UFIEDPROT/LLN0$Alarm","","",""
