Source,Length,stNum,sqNum,Data,goID,heartbeat,dif_stNum,dif_sqNum,Circuit breaker Open/Close Status,I-high VT,I-high VT- Tran,I-low VT- Tran,I-amongst-feeders,Label
ipcas_21:73:16,131,1,16,boolean,UFIEDPROT/LLN0$Alarm,1.0248663649999976,0.0,1.0,1,0.0,0.0,0.0,309.3333333333333,Fault
ipcas_21:73:16,166,1,16,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0248658570000018,0.0,1.0,1,0.0,0.0,0.0,309.3333333333333,Fault
ipcas_21:73:16,131,1,17,boolean,UFIEDPROT/LLN0$Alarm,1.0327946890000028,0.0,1.0,1,0.0,0.0,0.0,309.6666666666667,Fault
ipcas_21:73:16,166,1,17,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0327950259999987,0.0,1.0,1,0.0,0.0,0.0,309.6666666666667,Fault
ipcas_21:73:16,131,1,18,boolean,UFIEDPROT/LLN0$Alarm,1.0405802129999984,0.0,1.0,1,0.0,0.0,0.0,311.3333333333333,Fault
ipcas_21:73:16,166,1,18,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0405833100000024,0.0,1.0,1,0.0,0.0,0.0,311.3333333333333,Fault
ipcas_21:73:16,131,1,19,boolean,UFIEDPROT/LLN0$Alarm,1.0225386800000003,0.0,1.0,1,0.0,0.0,0.0,309.6666666666667,Fault
ipcas_21:73:16,166,1,19,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0225375689999971,0.0,1.0,1,0.0,0.0,0.0,309.6666666666667,Fault
ipcas_21:73:16,131,1,20,boolean,UFIEDPROT/LLN0$Alarm,1.0301555839999992,0.0,1.0,1,0.0,0.0,0.0,312.0,Fault
ipcas_21:73:16,166,1,20,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0301579700000012,0.0,1.0,1,0.0,0.0,0.0,312.0,Fault
ipcas_21:73:16,131,1,21,boolean,UFIEDPROT/LLN0$Alarm,1.041655985000002,0.0,1.0,1,0.0,0.0,0.0,311.3333333333333,Fault
ipcas_21:73:16,166,1,21,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0421375190000006,0.0,1.0,1,0.0,0.0,0.0,311.3333333333333,Fault
ipcas_21:73:16,131,1,22,boolean,UFIEDPROT/LLN0$Alarm,1.0179982029999977,0.0,1.0,1,0.0,0.0,0.0,312.0,Fault
ipcas_21:73:16,166,1,22,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0175134220000004,0.0,1.0,1,0.0,0.0,0.0,312.0,Fault
ipcas_21:73:16,131,1,23,boolean,UFIEDPROT/LLN0$Alarm,1.0196066650000013,0.0,1.0,1,0.0,0.0,0.0,311.0,Fault
ipcas_21:73:16,166,1,23,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.019605662,0.0,1.0,1,0.0,0.0,0.0,311.0,Fault
ipcas_21:73:16,131,1,24,boolean,UFIEDPROT/LLN0$Alarm,1.0494163940000014,0.0,1.0,1,0.0,0.0,0.0,312.6666666666667,Fault
ipcas_21:73:16,166,1,24,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.049418940999999,0.0,1.0,1,0.0,0.0,0.0,312.6666666666667,Fault
ipcas_21:73:16,131,1,25,boolean,UFIEDPROT/LLN0$Alarm,1.022516409999998,0.0,1.0,1,0.0,0.0,0.0,312.3333333333333,Fault
ipcas_21:73:16,166,1,25,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.022514233999999,0.0,1.0,1,0.0,0.0,0.0,312.3333333333333,Fault
ipcas_21:73:16,131,1,26,boolean,UFIEDPROT/LLN0$Alarm,1.0292533930000012,0.0,1.0,1,0.0,0.0,0.0,312.0,Fault
ipcas_21:73:16,166,1,26,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0292577440000024,0.0,1.0,1,0.0,0.0,0.0,312.0,Fault
ipcas_21:73:16,131,1,27,boolean,UFIEDPROT/LLN0$Alarm,1.0259931709999996,0.0,1.0,1,0.0,0.0,0.0,316.0,Fault
ipcas_21:73:16,166,1,27,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0259924419999997,0.0,1.0,1,0.0,0.0,0.0,316.0,Fault
ipcas_21:73:16,131,1,28,boolean,UFIEDPROT/LLN0$Alarm,1.0345638970000017,0.0,1.0,1,0.0,0.0,0.0,313.3333333333333,Fault
ipcas_21:73:16,166,1,28,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0345670799999986,0.0,1.0,1,0.0,0.0,0.0,313.3333333333333,Fault
ipcas_21:73:16,131,1,29,boolean,UFIEDPROT/LLN0$Alarm,1.0480825019999997,0.0,1.0,1,0.0,0.0,0.0,312.3333333333333,Fault
ipcas_21:73:16,166,1,29,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0480783739999993,0.0,1.0,1,0.0,0.0,0.0,312.3333333333333,Fault
ipcas_21:73:16,131,1,30,boolean,UFIEDPROT/LLN0$Alarm,1.0313087289999956,0.0,1.0,1,0.0,0.0,0.0,314.6666666666667,Fault
ipcas_21:73:16,166,1,30,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0313088839999978,0.0,1.0,1,0.0,0.0,0.0,314.6666666666667,Fault
ipcas_21:73:16,131,1,31,boolean,UFIEDPROT/LLN0$Alarm,1.0457525140000001,0.0,1.0,1,0.0,0.0,0.0,312.6666666666667,Fault
ipcas_21:73:16,166,1,31,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0457532250000057,0.0,1.0,1,0.0,0.0,0.0,312.6666666666667,Fault
ipcas_21:73:16,131,1,32,boolean,UFIEDPROT/LLN0$Alarm,1.0471124430000032,0.0,1.0,1,0.0,0.0,0.0,313.3333333333333,Fault
ipcas_21:73:16,166,1,32,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0471084779999984,0.0,1.0,1,0.0,0.0,0.0,313.3333333333333,Fault
ipcas_21:73:16,131,1,33,boolean,UFIEDPROT/LLN0$Alarm,1.0485660920000015,0.0,1.0,1,0.0,0.0,0.0,315.3333333333333,Fault
ipcas_21:73:16,166,1,33,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.048568601999996,0.0,1.0,1,0.0,0.0,0.0,315.3333333333333,Fault
ipcas_21:73:16,131,1,34,boolean,UFIEDPROT/LLN0$Alarm,1.0445739879999962,0.0,1.0,1,0.0,0.0,0.0,316.3333333333333,Fault
ipcas_21:73:16,166,1,34,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0449925620000045,0.0,1.0,1,0.0,0.0,0.0,316.3333333333333,Fault
ipcas_21:73:16,131,1,35,boolean,UFIEDPROT/LLN0$Alarm,1.0499651140000026,0.0,1.0,1,0.0,0.0,0.0,315.0,Fault
ipcas_21:73:16,166,1,35,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0495517079999956,0.0,1.0,1,0.0,0.0,0.0,315.0,Fault
ipcas_21:73:16,131,1,36,boolean,UFIEDPROT/LLN0$Alarm,1.0760574429999963,0.0,1.0,1,0.0,0.0,0.0,315.3333333333333,Fault
ipcas_21:73:16,166,1,36,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0762504600000042,0.0,1.0,1,0.0,0.0,0.0,315.3333333333333,Fault
ipcas_21:73:16,131,1,37,boolean,UFIEDPROT/LLN0$Alarm,1.0164092760000045,0.0,1.0,1,0.0,0.0,0.0,316.3333333333333,Fault
ipcas_21:73:16,166,1,37,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0162081889999968,0.0,1.0,1,0.0,0.0,0.0,316.3333333333333,Fault
ipcas_21:73:16,131,1,38,boolean,UFIEDPROT/LLN0$Alarm,1.026175773999995,0.0,1.0,1,0.0,0.0,0.0,319.0,Fault
ipcas_21:73:16,166,1,38,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0261815429999999,0.0,1.0,1,0.0,0.0,0.0,319.0,Fault
ipcas_21:73:16,131,1,39,boolean,UFIEDPROT/LLN0$Alarm,1.023779496000003,0.0,1.0,1,0.0,0.0,0.0,317.3333333333333,Fault
ipcas_21:73:16,166,1,39,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.023777073000005,0.0,1.0,1,0.0,0.0,0.0,317.3333333333333,Fault
ipcas_21:73:16,131,1,40,boolean,UFIEDPROT/LLN0$Alarm,1.0225002299999986,0.0,1.0,1,0.0,0.0,0.0,319.3333333333333,Fault
ipcas_21:73:16,166,1,40,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0224973219999995,0.0,1.0,1,0.0,0.0,0.0,319.3333333333333,Fault
ipcas_21:73:16,131,1,41,boolean,UFIEDPROT/LLN0$Alarm,1.0193438390000011,0.0,1.0,1,0.0,0.0,0.0,315.6666666666667,Fault
ipcas_21:73:16,166,1,41,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0193437619999983,0.0,1.0,1,0.0,0.0,0.0,315.6666666666667,Fault
ipcas_21:73:16,131,1,42,boolean,UFIEDPROT/LLN0$Alarm,1.027800526,0.0,1.0,1,0.0,0.0,0.0,317.0,Fault
ipcas_21:73:16,166,1,42,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0278057109999992,0.0,1.0,1,0.0,0.0,0.0,317.0,Fault
ipcas_21:73:16,131,1,43,boolean,UFIEDPROT/LLN0$Alarm,1.034373035999998,0.0,1.0,1,0.0,0.0,0.0,319.3333333333333,Fault
ipcas_21:73:16,166,1,43,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.034368348000001,0.0,1.0,1,0.0,0.0,0.0,319.3333333333333,Fault
ipcas_21:73:16,131,1,44,boolean,UFIEDPROT/LLN0$Alarm,1.0475143570000043,0.0,1.0,1,0.0,0.0,0.0,320.3333333333333,Fault
ipcas_21:73:16,166,1,44,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0475164670000012,0.0,1.0,1,0.0,0.0,0.0,320.3333333333333,Fault
ipcas_21:73:16,131,1,45,boolean,UFIEDPROT/LLN0$Alarm,1.012534414000001,0.0,1.0,1,0.0,0.0,0.0,319.0,Fault
ipcas_21:73:16,166,1,45,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.012534924999997,0.0,1.0,1,0.0,0.0,0.0,319.0,Fault
ipcas_21:73:16,131,1,46,boolean,UFIEDPROT/LLN0$Alarm,1.0298549289999954,0.0,1.0,1,0.0,0.0,0.0,319.0,Fault
ipcas_21:73:16,166,1,46,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0298520979999992,0.0,1.0,1,0.0,0.0,0.0,319.0,Fault
ipcas_21:73:16,131,1,47,boolean,UFIEDPROT/LLN0$Alarm,1.0246832220000002,0.0,1.0,1,0.0,0.0,0.0,317.6666666666667,Fault
ipcas_21:73:16,166,1,47,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0246859650000033,0.0,1.0,1,0.0,0.0,0.0,317.6666666666667,Fault
ipcas_21:73:16,131,1,48,boolean,UFIEDPROT/LLN0$Alarm,1.0239855780000013,0.0,1.0,1,0.0,0.0,0.0,321.0,Fault
ipcas_21:73:16,166,1,48,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0239823329999993,0.0,1.0,1,0.0,0.0,0.0,321.0,Fault
ipcas_21:73:16,131,1,49,boolean,UFIEDPROT/LLN0$Alarm,1.0285321630000013,0.0,1.0,1,0.0,0.0,0.0,320.0,Fault
ipcas_21:73:16,166,1,49,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0285383510000017,0.0,1.0,1,0.0,0.0,0.0,320.0,Fault
ipcas_21:73:16,131,1,50,boolean,UFIEDPROT/LLN0$Alarm,1.0355920760000004,0.0,1.0,1,0.0,0.0,0.0,321.6666666666667,Fault
ipcas_21:73:16,166,1,50,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0355868979999983,0.0,1.0,1,0.0,0.0,0.0,321.6666666666667,Fault
ipcas_21:73:16,131,1,51,boolean,UFIEDPROT/LLN0$Alarm,1.0196744459999962,0.0,1.0,1,0.0,0.0,0.0,321.3333333333333,Fault
ipcas_21:73:16,166,1,51,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0196739679999993,0.0,1.0,1,0.0,0.0,0.0,321.3333333333333,Fault
ipcas_21:73:16,131,1,52,boolean,UFIEDPROT/LLN0$Alarm,1.0277352190000002,0.0,1.0,1,0.0,0.0,0.0,321.0,Fault
ipcas_21:73:16,166,1,52,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0277348190000026,0.0,1.0,1,0.0,0.0,0.0,321.0,Fault
ipcas_21:73:16,131,1,53,boolean,UFIEDPROT/LLN0$Alarm,1.0189163440000044,0.0,1.0,1,0.0,0.0,0.0,322.0,Fault
ipcas_21:73:16,166,1,53,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0189173789999941,0.0,1.0,1,0.0,0.0,0.0,322.0,Fault
ipcas_21:73:16,131,1,54,boolean,UFIEDPROT/LLN0$Alarm,1.0306201619999982,0.0,1.0,1,0.0,0.0,0.0,322.0,Fault
ipcas_21:73:16,166,1,54,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0306275540000058,0.0,1.0,1,0.0,0.0,0.0,322.0,Fault
ipcas_21:73:16,131,1,55,boolean,UFIEDPROT/LLN0$Alarm,1.0317822450000023,0.0,1.0,1,0.0,0.0,0.0,320.6666666666667,Fault
ipcas_21:73:16,166,1,55,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0317742439999975,0.0,1.0,1,0.0,0.0,0.0,320.6666666666667,Fault
ipcas_21:73:16,131,1,56,boolean,UFIEDPROT/LLN0$Alarm,1.0239385579999976,0.0,1.0,1,0.0,0.0,0.0,319.6666666666667,Fault
ipcas_21:73:16,166,1,56,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0239411929999989,0.0,1.0,1,0.0,0.0,0.0,319.6666666666667,Fault
ipcas_21:73:16,131,1,57,boolean,UFIEDPROT/LLN0$Alarm,1.0239011110000007,0.0,1.0,1,0.0,0.0,0.0,323.0,Fault
ipcas_21:73:16,166,1,57,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.023903005000001,0.0,1.0,1,0.0,0.0,0.0,323.0,Fault
ipcas_21:73:16,131,1,58,boolean,UFIEDPROT/LLN0$Alarm,1.0486291980000004,0.0,1.0,1,0.0,0.0,0.0,324.0,Fault
ipcas_21:73:16,166,1,58,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0486242209999972,0.0,1.0,1,0.0,0.0,0.0,324.0,Fault
ipcas_21:73:16,131,1,59,boolean,UFIEDPROT/LLN0$Alarm,1.0215619230000001,0.0,1.0,1,0.0,0.0,0.0,325.0,Fault
ipcas_21:73:16,166,1,59,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.021563006000001,0.0,1.0,1,0.0,0.0,0.0,325.0,Fault
ipcas_21:73:16,131,1,60,boolean,UFIEDPROT/LLN0$Alarm,1.032503081999998,0.0,1.0,1,0.0,0.0,0.0,322.6666666666667,Fault
ipcas_21:73:16,166,1,60,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.032657026999999,0.0,1.0,1,0.0,0.0,0.0,322.6666666666667,Fault
ipcas_21:73:16,131,1,61,boolean,UFIEDPROT/LLN0$Alarm,1.0587570399999962,0.0,1.0,1,0.0,0.0,0.0,323.3333333333333,Fault
ipcas_21:73:16,166,1,61,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0586030249999965,0.0,1.0,1,0.0,0.0,0.0,323.3333333333333,Fault
ipcas_21:73:16,131,1,62,boolean,UFIEDPROT/LLN0$Alarm,1.0049068550000015,0.0,1.0,1,0.0,0.0,0.0,325.6666666666667,Fault
ipcas_21:73:16,166,1,62,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.004911762000006,0.0,1.0,1,0.0,0.0,0.0,325.6666666666667,Fault
ipcas_21:73:16,131,1,63,boolean,UFIEDPROT/LLN0$Alarm,1.0347127699999987,0.0,1.0,1,0.0,0.0,0.0,327.3333333333333,Fault
ipcas_21:73:16,166,1,63,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0347073270000067,0.0,1.0,1,0.0,0.0,0.0,327.3333333333333,Fault
ipcas_21:73:16,131,1,64,boolean,UFIEDPROT/LLN0$Alarm,1.022980643000011,0.0,1.0,1,0.0,0.0,0.0,325.0,Fault
ipcas_21:73:16,166,1,64,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0229798979999885,0.0,1.0,1,0.0,0.0,0.0,325.0,Fault
ipcas_21:73:16,131,1,65,boolean,UFIEDPROT/LLN0$Alarm,1.0235242969999945,0.0,1.0,1,0.0,0.0,0.0,326.3333333333333,Fault
ipcas_21:73:16,166,1,65,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0235276980000094,0.0,1.0,1,0.0,0.0,0.0,326.3333333333333,Fault
ipcas_21:73:16,131,1,66,boolean,UFIEDPROT/LLN0$Alarm,1.0543667000000028,0.0,1.0,1,0.0,0.0,0.0,324.3333333333333,Fault
ipcas_21:73:16,166,1,66,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0543678479999983,0.0,1.0,1,0.0,0.0,0.0,324.3333333333333,Fault
ipcas_21:73:16,131,1,67,boolean,UFIEDPROT/LLN0$Alarm,1.0288068689999932,0.0,1.0,1,0.0,0.0,0.0,325.3333333333333,Fault
ipcas_21:73:16,166,1,67,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0288094839999928,0.0,1.0,1,0.0,0.0,0.0,325.3333333333333,Fault
ipcas_21:73:16,131,1,68,boolean,UFIEDPROT/LLN0$Alarm,1.027981574000009,0.0,1.0,1,0.0,0.0,0.0,325.6666666666667,Fault
ipcas_21:73:16,166,1,68,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0279835290000108,0.0,1.0,1,0.0,0.0,0.0,325.6666666666667,Fault
ipcas_21:73:16,131,1,69,boolean,UFIEDPROT/LLN0$Alarm,1.0223716019999927,0.0,1.0,1,0.0,0.0,0.0,326.6666666666667,Fault
ipcas_21:73:16,166,1,69,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0223702049999872,0.0,1.0,1,0.0,0.0,0.0,326.6666666666667,Fault
ipcas_21:73:16,131,1,70,boolean,UFIEDPROT/LLN0$Alarm,1.0254443179999981,0.0,1.0,1,0.0,0.0,0.0,328.3333333333333,Fault
ipcas_21:73:16,166,1,70,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0254367620000124,0.0,1.0,1,0.0,0.0,0.0,328.3333333333333,Fault
ipcas_21:73:16,131,1,71,boolean,UFIEDPROT/LLN0$Alarm,1.0274372909999983,0.0,1.0,1,0.0,0.0,0.0,327.0,Fault
ipcas_21:73:16,166,1,71,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.027441030999995,0.0,1.0,1,0.0,0.0,0.0,327.0,Fault
ipcas_21:73:16,131,1,72,boolean,UFIEDPROT/LLN0$Alarm,1.0077371710000023,0.0,1.0,1,0.0,0.0,0.0,326.6666666666667,Fault
ipcas_21:73:16,166,1,72,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0077381880000047,0.0,1.0,1,0.0,0.0,0.0,326.6666666666667,Fault
ipcas_21:73:16,131,1,73,boolean,UFIEDPROT/LLN0$Alarm,1.0239224280000059,0.0,1.0,1,0.0,0.0,0.0,328.3333333333333,Fault
ipcas_21:73:16,166,1,73,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0239216859999942,0.0,1.0,1,0.0,0.0,0.0,328.3333333333333,Fault
ipcas_21:73:16,131,1,74,boolean,UFIEDPROT/LLN0$Alarm,1.047656779999997,0.0,1.0,1,0.0,0.0,0.0,328.6666666666667,Fault
ipcas_21:73:16,166,1,74,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.047653897999993,0.0,1.0,1,0.0,0.0,0.0,328.6666666666667,Fault
ipcas_21:73:16,131,1,75,boolean,UFIEDPROT/LLN0$Alarm,1.028927914999997,0.0,1.0,1,0.0,0.0,0.0,329.0,Fault
ipcas_21:73:16,166,1,75,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0289345620000034,0.0,1.0,1,0.0,0.0,0.0,329.0,Fault
ipcas_21:73:16,131,1,76,boolean,UFIEDPROT/LLN0$Alarm,1.0275189270000027,0.0,1.0,1,0.0,0.0,0.0,330.6666666666667,Fault
ipcas_21:73:16,166,1,76,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0275186840000003,0.0,1.0,1,0.0,0.0,0.0,330.6666666666667,Fault
ipcas_21:73:16,131,1,77,boolean,UFIEDPROT/LLN0$Alarm,1.0314587209999928,0.0,1.0,1,0.0,0.0,0.0,327.6666666666667,Fault
ipcas_21:73:16,166,1,77,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0314569260000042,0.0,1.0,1,0.0,0.0,0.0,327.6666666666667,Fault
ipcas_21:73:16,131,1,78,boolean,UFIEDPROT/LLN0$Alarm,1.046117986000013,0.0,1.0,1,0.0,0.0,0.0,329.6666666666667,Fault
ipcas_21:73:16,166,1,78,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0461133259999968,0.0,1.0,1,0.0,0.0,0.0,329.6666666666667,Fault
ipcas_21:73:16,131,1,79,boolean,UFIEDPROT/LLN0$Alarm,1.0508266889999902,0.0,1.0,1,0.0,0.0,0.0,328.6666666666667,Fault
ipcas_21:73:16,166,1,79,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0508306699999963,0.0,1.0,1,0.0,0.0,0.0,328.6666666666667,Fault
ipcas_21:73:16,131,1,80,boolean,UFIEDPROT/LLN0$Alarm,1.055885986000007,0.0,1.0,1,0.0,0.0,0.0,330.6666666666667,Fault
ipcas_21:73:16,166,1,80,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0558836780000007,0.0,1.0,1,0.0,0.0,0.0,330.6666666666667,Fault
ipcas_21:73:16,131,1,81,boolean,UFIEDPROT/LLN0$Alarm,1.022411715000004,0.0,1.0,1,0.0,0.0,0.0,329.3333333333333,Fault
ipcas_21:73:16,166,1,81,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0224088590000093,0.0,1.0,1,0.0,0.0,0.0,329.3333333333333,Fault
ipcas_21:73:16,131,1,82,boolean,UFIEDPROT/LLN0$Alarm,1.0277661679999994,0.0,1.0,1,0.0,0.0,0.0,331.6666666666667,Fault
ipcas_21:73:16,166,1,82,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0277747939999955,0.0,1.0,1,0.0,0.0,0.0,331.6666666666667,Fault
ipcas_21:73:16,131,1,83,boolean,UFIEDPROT/LLN0$Alarm,1.0207036309999893,0.0,1.0,1,0.0,0.0,0.0,331.6666666666667,Fault
ipcas_21:73:16,166,1,83,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0206952359999946,0.0,1.0,1,0.0,0.0,0.0,331.6666666666667,Fault
ipcas_21:73:16,131,1,84,boolean,UFIEDPROT/LLN0$Alarm,1.0212970529999978,0.0,1.0,1,0.0,0.0,0.0,331.3333333333333,Fault
ipcas_21:73:16,166,1,84,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0212974430000088,0.0,1.0,1,0.0,0.0,0.0,331.3333333333333,Fault
ipcas_21:73:16,131,1,85,boolean,UFIEDPROT/LLN0$Alarm,1.0168903190000123,0.0,1.0,1,0.0,0.0,0.0,331.0,Fault
ipcas_21:73:16,166,1,85,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0168938279999935,0.0,1.0,1,0.0,0.0,0.0,331.0,Fault
ipcas_21:73:16,131,1,86,boolean,UFIEDPROT/LLN0$Alarm,1.0214155899999895,0.0,1.0,1,0.0,0.0,0.0,332.0,Fault
ipcas_21:73:16,166,1,86,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0214113930000082,0.0,1.0,1,0.0,0.0,0.0,332.0,Fault
ipcas_21:73:16,131,1,87,boolean,UFIEDPROT/LLN0$Alarm,1.0266310820000086,0.0,1.0,1,0.0,0.0,0.0,332.0,Fault
ipcas_21:73:16,166,1,87,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.0266316999999958,0.0,1.0,1,0.0,0.0,0.0,332.0,Fault
ipcas_21:73:16,131,1,88,boolean,UFIEDPROT/LLN0$Alarm,1.020008740999998,0.0,1.0,1,0.0,0.0,0.0,332.3333333333333,Fault
ipcas_21:73:16,166,1,88,"integer,integer,integer,floating-point",UFIEDMEAS/LLN0$Measurement,1.020014591000006,0.0,1.0,1,0.0,0.0,0.0,332.3333333333333,Fault
ipcas_21:73:16,131,1,89,boolean,UFIEDPROT/LLN0$Alarm,1.0310389600000036,0.0,1.0,1,0.0,0.0,0.0,333.6666666666667,Fault
