Length,stNum,sqNum,heartbeat,dif_stNum,dif_sqNum,Circuit breaker Open/Close Status,I-high VT,I-high VT- Tran,I-low VT- Tran,I-amongst-feeders,Label
147,1,136,1.0546529960000155,0.0,1.0,1,312.1666666666667,258.9444444444445,926.0,306.3333333333333,0
147,1,177,1.0380782919999945,0.0,1.0,1,309.8333333333333,257.1666666666667,922.0,308.0,0
203,1,112,1.0816488979999974,0.0,1.0,1,309.5,256.3888888888889,922.6666666666666,310.8333333333333,0
149,1,6,1.04394047,0.0,1.0,1,310.3333333333333,258.0,915.3333333333334,310.6666666666667,0
147,1,222,1.0542872169999953,0.0,1.0,1,309.0,256.4444444444444,921.0,305.8333333333333,0
150,1,583,1.0538171670000338,0.0,1.0,1,308.5,258.5555555555556,922.6666666666666,307.1666666666667,0
204,1,284,1.0788959299999874,0.0,1.0,1,310.5,258.5,923.0,305.5,0
147,1,184,1.0870348239999998,0.0,1.0,1,309.1666666666667,258.6666666666667,917.0,307.8333333333333,0
150,1,182,1.033114263000016,0.0,1.0,1,311.6666666666667,258.5,929.0,309.1666666666667,0
147,1,273,1.0605635659999848,0.0,1.0,1,308.3333333333333,258.0,922.3333333333334,312.0,0
204,1,396,1.0638882559999845,0.0,1.0,1,309.8333333333333,258.4444444444445,924.3333333333334,308.0,0
150,1,172,1.0807275720000007,0.0,1.0,1,309.5,258.88888888888886,925.6666666666666,307.5,0
167,1,457,1.0764197889999991,0.0,1.0,0,309.8333333333333,257.4444444444445,924.0,309.3333333333333,0
150,1,567,1.036558740999908,0.0,1.0,1,309.3333333333333,259.4444444444445,921.3333333333334,308.5,0
146,1,86,1.071875433999992,0.0,1.0,1,311.0,258.5555555555556,923.0,310.3333333333333,0
150,1,433,1.0891094539999813,0.0,1.0,1,309.3333333333333,256.66666666666663,920.3333333333334,306.1666666666667,0
150,1,425,1.0695431139999982,0.0,1.0,1,310.3333333333333,257.6111111111111,925.3333333333334,304.8333333333333,0
150,1,400,1.1034123539999996,0.0,1.0,1,308.8333333333333,260.0,920.6666666666666,306.8333333333333,0
147,1,210,1.127661408000023,0.0,1.0,1,310.5,256.9444444444444,925.6666666666666,308.6666666666667,0
199,1,235,1.040123445000006,0.0,1.0,1,309.1666666666667,258.6666666666667,924.3333333333334,308.3333333333333,0
199,1,582,1.0651375330000974,0.0,1.0,1,311.5,257.22222222222223,917.6666666666666,310.5,0
150,1,256,1.039833176000002,0.0,1.0,1,310.8333333333333,257.88888888888886,927.6666666666666,307.6666666666667,0
201,1,535,1.048720153999966,0.0,1.0,1,309.5,257.7777777777778,918.3333333333334,306.5,0
150,1,546,1.0517515390000651,0.0,1.0,1,311.0,257.0555555555555,926.6666666666666,309.8333333333333,0
204,1,309,1.0596793839999918,0.0,1.0,1,307.8333333333333,258.5,926.0,308.8333333333333,0
147,1,207,1.048924693999993,0.0,1.0,1,309.3333333333333,258.3333333333333,923.0,308.1666666666667,0
150,1,536,1.0283492309999929,0.0,1.0,1,309.5,257.6666666666667,918.0,308.0,0
150,1,549,1.0488526400000635,0.0,1.0,1,310.3333333333333,256.22222222222223,926.0,309.8333333333333,0
147,1,131,1.0107936700000266,0.0,1.0,1,309.6666666666667,258.72222222222223,917.3333333333334,306.1666666666667,0
150,1,537,1.0290051939999785,0.0,1.0,1,313.0,257.5,922.3333333333334,306.0,0
147,1,392,1.0553291030000196,0.0,1.0,1,311.5,258.5,921.0,308.5,0
198,1,87,1.0553973250000013,0.0,1.0,1,309.6666666666667,259.0555555555556,920.3333333333334,308.6666666666667,0
199,1,301,1.057759467999972,0.0,1.0,1,307.0,256.1666666666667,932.0,307.8333333333333,0
204,1,323,1.046407170000009,0.0,1.0,1,310.3333333333333,259.8333333333333,929.3333333333334,309.5,0
150,1,593,1.0208104590000175,0.0,1.0,1,308.3333333333333,256.77777777777777,922.6666666666666,307.5,0
207,1,567,1.0412335940000048,0.0,1.0,1,309.3333333333333,259.4444444444445,921.3333333333334,308.5,0
204,1,184,1.0695301570000026,0.0,1.0,1,309.1666666666667,258.6666666666667,917.0,307.8333333333333,0
199,1,569,1.0477009659999794,0.0,1.0,1,306.3333333333333,258.1666666666667,921.3333333333334,308.5,0
146,1,89,1.0598385570000062,0.0,1.0,1,310.5,258.8333333333333,928.6666666666666,307.3333333333333,0
203,1,53,1.0569311609999943,0.0,1.0,1,310.5,258.5,925.0,308.1666666666667,0
150,1,501,1.0322444099999757,0.0,1.0,1,310.0,257.6111111111111,923.6666666666666,306.8333333333333,0
149,1,9,1.0449325940000005,0.0,1.0,1,310.1666666666667,257.61111111111114,924.0,306.0,0
147,1,162,1.0765736839999818,0.0,1.0,1,309.6666666666667,257.72222222222223,917.6666666666666,305.3333333333333,0
150,1,338,1.0848022879999917,0.0,1.0,1,309.0,258.27777777777777,924.0,306.8333333333333,0
203,1,108,1.029971832000001,0.0,1.0,1,311.1666666666667,257.3333333333333,926.6666666666666,308.3333333333333,0
150,1,597,1.0473359679999703,0.0,1.0,1,307.8333333333333,257.22222222222223,922.3333333333334,306.6666666666667,0
147,1,216,1.0421728769999845,0.0,1.0,1,311.1666666666667,258.5555555555556,923.3333333333334,306.6666666666667,0
198,1,31,1.0426158850000036,0.0,1.0,1,309.6666666666667,259.1666666666667,926.0,308.0,0
204,1,563,1.041766359999997,0.0,1.0,1,310.1666666666667,258.77777777777777,926.3333333333334,308.0,0
150,1,168,1.0504527159999952,0.0,1.0,1,309.5,258.6666666666667,924.3333333333334,309.0,0
199,1,403,1.05265073999999,0.0,1.0,1,309.5,259.0555555555555,921.6666666666666,309.6666666666667,0
147,1,523,1.0321062360000042,0.0,1.0,1,308.3333333333333,257.5,929.3333333333334,308.1666666666667,0
166,1,100,1.0516373740000091,0.0,1.0,0,311.6666666666667,257.4444444444445,926.3333333333334,308.1666666666667,0
144,1,363,1.085919319000027,0.0,1.0,0,312.8333333333333,259.0555555555556,922.6666666666666,307.0,0
204,1,442,1.0709592630000202,0.0,1.0,1,308.5,258.0,923.0,311.1666666666667,0
150,1,577,1.0481562189999067,0.0,1.0,1,311.5,256.6111111111111,930.0,309.3333333333333,0
199,1,307,1.0504247070000474,0.0,1.0,1,310.1666666666667,259.9444444444444,924.6666666666666,309.1666666666667,0
147,1,571,1.0710811850000257,0.0,1.0,1,307.5,257.1666666666667,925.6666666666666,310.0,0
150,1,469,1.0371001560000082,0.0,1.0,1,309.3333333333333,258.5,927.0,307.8333333333333,0
203,1,121,1.027177798000011,0.0,1.0,1,309.0,260.1666666666667,924.0,308.5,0
132,1,549,1.0497130150000658,0.0,1.0,0,310.3333333333333,256.22222222222223,926.0,309.8333333333333,0
204,1,208,1.1093295120000164,0.0,1.0,1,309.5,260.1666666666667,921.3333333333334,309.0,0
147,1,334,1.0542332350000263,0.0,1.0,1,309.3333333333333,259.61111111111114,927.0,307.1666666666667,0
147,1,333,1.0688919300000066,0.0,1.0,1,309.6666666666667,257.2777777777778,924.3333333333334,307.8333333333333,0
204,1,234,1.0612918660000048,0.0,1.0,1,309.5,257.94444444444446,927.0,311.6666666666667,0
193,1,316,1.0470214659999897,0.0,1.0,1,310.0,258.27777777777777,928.0,308.5,0
203,1,9,1.0434276970000005,0.0,1.0,1,310.1666666666667,257.61111111111114,924.0,306.0,0
150,1,406,1.066659297000001,0.0,1.0,1,310.8333333333333,259.5555555555556,923.3333333333334,310.6666666666667,0
204,1,590,1.047440675999951,0.0,1.0,1,311.5,258.8888888888889,921.0,309.3333333333333,0
150,1,556,1.038429062000091,0.0,1.0,1,311.1666666666667,259.77777777777777,917.0,306.3333333333333,0
193,1,575,1.044209507000005,0.0,1.0,1,310.0,259.22222222222223,924.3333333333334,311.5,0
150,1,436,1.0558546780000029,0.0,1.0,1,308.5,258.5555555555556,929.3333333333334,307.6666666666667,0
150,1,296,1.0634321829999749,0.0,1.0,1,311.0,258.1111111111111,918.6666666666666,308.6666666666667,0
199,1,446,1.0490252039999746,0.0,1.0,1,309.1666666666667,258.5555555555555,919.6666666666666,306.3333333333333,0
150,1,539,1.051335626000082,0.0,1.0,1,309.8333333333333,258.5,920.3333333333334,307.5,0
146,1,9,1.0582373690000004,0.0,1.0,1,310.1666666666667,257.61111111111114,924.0,306.0,0
146,1,23,1.0633755289999982,0.0,1.0,1,311.8333333333333,257.1666666666667,919.6666666666666,309.3333333333333,0
146,1,21,1.0402002959999983,0.0,1.0,1,312.0,258.38888888888886,922.6666666666666,306.3333333333333,0
150,1,560,1.0535890689999403,0.0,1.0,1,311.5,257.7222222222222,924.3333333333334,307.1666666666667,0
204,1,282,1.026634893999983,0.0,1.0,1,311.1666666666667,259.2222222222222,916.3333333333334,307.6666666666667,0
147,1,530,1.065788250999958,0.0,1.0,1,310.1666666666667,259.3888888888889,920.0,307.1666666666667,0
146,1,53,1.0557114009999964,0.0,1.0,1,310.5,258.5,925.0,308.1666666666667,0
149,1,105,1.0598778030000062,0.0,1.0,1,311.8333333333333,255.7777777777777,920.3333333333334,309.6666666666667,0
206,1,58,1.0931931620000055,0.0,1.0,1,309.6666666666667,258.44444444444446,918.6666666666666,307.0,0
150,1,578,1.0404323010000098,0.0,1.0,1,309.8333333333333,257.27777777777777,926.0,309.8333333333333,0
144,1,561,1.1403243460000567,0.0,1.0,0,310.3333333333333,258.1666666666667,923.0,307.0,0
149,1,50,1.0631623080000026,0.0,1.0,1,312.0,257.1666666666667,931.6666666666666,308.3333333333333,0
199,1,280,1.0661336750000032,0.0,1.0,1,311.5,257.77777777777777,924.0,309.5,0
150,1,471,1.0600872649999928,0.0,1.0,1,312.0,258.1666666666667,927.3333333333334,306.6666666666667,0
147,1,303,1.0999051420000114,0.0,1.0,1,309.1666666666667,256.3888888888889,924.6666666666666,306.0,0
144,1,439,1.0829798249999951,0.0,1.0,0,310.6666666666667,258.33333333333337,920.3333333333334,310.1666666666667,0
199,1,350,1.0504012970000076,0.0,1.0,1,310.6666666666667,258.6111111111111,925.6666666666666,306.1666666666667,0
199,1,432,1.0278647810000052,0.0,1.0,1,311.5,258.38888888888886,924.0,309.0,0
150,1,165,1.0535036800000055,0.0,1.0,1,309.0,256.8333333333333,923.3333333333334,308.6666666666667,0
146,1,118,1.065366173000001,0.0,1.0,1,309.5,257.3333333333333,927.0,307.8333333333333,0
192,1,45,1.0527993959999975,0.0,1.0,1,310.1666666666667,258.3333333333333,918.3333333333334,307.8333333333333,0
150,1,461,1.0191698799999926,0.0,1.0,1,309.0,259.6666666666667,926.6666666666666,308.1666666666667,0
147,1,435,1.0544372489999887,0.0,1.0,1,312.3333333333333,258.4444444444445,925.3333333333334,305.1666666666667,0
131,1,102,1.0557011799999998,0.0,1.0,0,310.0,258.44444444444446,927.3333333333334,308.8333333333333,0
200,1,3,1.0239241789999998,0.0,1.0,1,310.3333333333333,258.6111111111111,923.6666666666666,309.1666666666667,0
147,1,595,1.0526637179999625,0.0,1.0,1,308.3333333333333,258.4444444444444,930.0,305.6666666666667,0
147,1,566,1.0508800380000594,0.0,1.0,1,312.1666666666667,257.1666666666667,922.0,308.5,0
203,1,49,1.0649194100000017,0.0,1.0,1,309.8333333333333,258.22222222222223,920.0,306.8333333333333,0
149,1,98,1.0588996550000047,0.0,1.0,1,309.6666666666667,257.8333333333333,930.3333333333334,308.1666666666667,0
167,1,312,1.0371880849999684,0.0,1.0,0,308.6666666666667,257.8888888888889,916.0,308.3333333333333,0
149,1,15,1.0464180980000002,0.0,1.0,1,308.6666666666667,257.72222222222223,922.6666666666666,308.1666666666667,0
150,1,175,1.048464641999999,0.0,1.0,1,308.8333333333333,257.6666666666667,931.6666666666666,309.6666666666667,0
199,1,328,1.0577286869999512,0.0,1.0,1,311.1666666666667,259.5,924.3333333333334,305.8333333333333,0
149,1,3,1.0221054939999998,0.0,1.0,1,310.3333333333333,258.6111111111111,923.6666666666666,309.1666666666667,0
199,1,561,1.052279565000049,0.0,1.0,1,310.3333333333333,258.1666666666667,923.0,307.0,0
147,1,290,1.0372557780000309,0.0,1.0,1,309.0,258.9444444444444,922.0,307.6666666666667,0
149,1,85,1.0398587450000036,0.0,1.0,1,309.5,256.0,922.6666666666666,310.1666666666667,0
199,1,342,1.033832853999968,0.0,1.0,1,310.1666666666667,258.8333333333333,919.3333333333334,307.8333333333333,0
153,1,597,1.0406465170000274,0.0,1.0,0,307.8333333333333,257.22222222222223,922.3333333333334,306.6666666666667,0
204,1,429,1.037408843000037,0.0,1.0,1,311.1666666666667,258.7222222222222,923.0,307.8333333333333,0
150,1,301,1.0650470449999716,0.0,1.0,1,307.0,256.1666666666667,932.0,307.8333333333333,0
149,1,0,1.0505758595520314,0.0,1.0,1,310.5,258.3888888888889,926.0,309.5,0
146,1,22,1.070169326000002,0.0,1.0,1,310.0,259.8888888888889,929.3333333333334,307.3333333333333,0
147,1,587,1.0652423080000517,0.0,1.0,1,309.6666666666667,259.0555555555556,926.3333333333334,307.6666666666667,0
147,1,358,1.049262758999987,0.0,1.0,1,310.1666666666667,256.3333333333333,924.3333333333334,308.1666666666667,0
147,1,488,1.0369553489999817,0.0,1.0,1,311.5,258.61111111111114,924.0,308.6666666666667,0
149,1,76,1.0623006290000063,0.0,1.0,1,311.1666666666667,256.4444444444444,922.6666666666666,307.8333333333333,0
207,1,493,1.059756300999993,0.0,1.0,1,309.0,257.6111111111111,928.0,310.5,0
147,1,347,1.0697240249999709,0.0,1.0,1,309.6666666666667,257.6111111111111,928.6666666666666,309.3333333333333,0
147,1,207,1.0882929070000102,0.0,1.0,1,309.3333333333333,258.3333333333333,923.0,308.1666666666667,0
204,1,245,1.09941291399997,0.0,1.0,1,309.3333333333333,258.11111111111114,918.6666666666666,309.1666666666667,0
132,1,486,1.0020265410000206,0.0,1.0,0,308.8333333333333,258.4444444444445,923.0,309.5,0
150,1,457,1.0393580539999905,0.0,1.0,1,309.8333333333333,257.4444444444445,924.0,309.3333333333333,0
207,1,464,1.0222142669999812,0.0,1.0,1,308.0,258.5555555555556,924.0,308.1666666666667,0
149,1,127,1.0757582659999798,0.0,1.0,1,307.6666666666667,259.11111111111114,928.0,311.0,0
199,1,543,1.0435770230000116,0.0,1.0,1,311.5,256.77777777777777,920.6666666666666,308.6666666666667,0
150,1,163,1.0241130359999886,0.0,1.0,1,311.1666666666667,256.49999999999994,915.0,309.6666666666667,0
150,1,302,1.0509407640000177,0.0,1.0,1,310.6666666666667,258.8333333333333,927.0,309.1666666666667,0
150,1,390,1.1190348320000112,0.0,1.0,1,311.0,257.9444444444444,927.6666666666666,307.8333333333333,0
147,1,375,1.0546488280000403,0.0,1.0,1,310.1666666666667,258.0,924.6666666666666,307.8333333333333,0
147,1,210,1.1024044769999932,0.0,1.0,1,310.5,256.9444444444444,925.6666666666666,308.6666666666667,0
150,1,504,1.0510373230000596,0.0,1.0,1,309.3333333333333,257.72222222222223,926.3333333333334,305.8333333333333,0
150,1,493,1.048757175999981,0.0,1.0,1,309.0,257.6111111111111,928.0,310.5,0
204,1,155,1.0559335099999885,0.0,1.0,1,310.6666666666667,258.3333333333333,928.0,307.8333333333333,0
147,1,415,1.06165082199999,0.0,1.0,1,312.1666666666667,257.61111111111114,925.0,308.1666666666667,0
147,1,131,1.0219895680000093,0.0,1.0,1,309.6666666666667,258.72222222222223,917.3333333333334,306.1666666666667,0
204,1,222,1.044071828,0.0,1.0,1,309.0,256.4444444444444,921.0,305.8333333333333,0
204,1,546,1.0706107220000831,0.0,1.0,1,311.0,257.0555555555555,926.6666666666666,309.8333333333333,0
150,1,371,1.0653650429999857,0.0,1.0,1,309.1666666666667,258.77777777777777,930.0,307.8333333333333,0
153,1,364,1.0748571379999703,0.0,1.0,0,308.5,258.94444444444446,921.0,311.0,0
150,1,409,1.088964490999956,0.0,1.0,1,311.5,259.27777777777777,921.6666666666666,308.0,0
207,1,438,1.079302532999975,0.0,1.0,1,310.3333333333333,259.0,925.0,308.6666666666667,0
147,1,315,1.049396523999974,0.0,1.0,1,311.6666666666667,257.0,922.0,310.3333333333333,0
207,1,219,1.073087049999998,0.0,1.0,1,310.1666666666667,258.0,924.3333333333334,307.0,0
149,1,116,1.0525025069999998,0.0,1.0,1,309.6666666666667,258.0555555555556,922.3333333333334,311.6666666666667,0
150,1,411,1.0501531399999635,0.0,1.0,1,309.6666666666667,259.2777777777778,920.6666666666666,308.6666666666667,0
150,1,299,1.0774790830000145,0.0,1.0,1,309.6666666666667,258.3333333333333,933.0,308.6666666666667,0
150,1,235,1.0596803290000023,0.0,1.0,1,309.1666666666667,258.6666666666667,924.3333333333334,308.3333333333333,0
147,1,298,1.0339006890000064,0.0,1.0,1,308.1666666666667,259.0,915.6666666666666,307.3333333333333,0
150,1,129,1.0383341689999952,0.0,1.0,1,310.6666666666667,257.5555555555556,924.6666666666666,306.6666666666667,0
147,1,215,1.0437986489999955,0.0,1.0,1,308.3333333333333,256.94444444444446,924.3333333333334,308.1666666666667,0
206,1,32,1.0557774600000016,0.0,1.0,1,310.1666666666667,257.8888888888889,932.6666666666666,309.6666666666667,0
150,1,489,1.0733389129999296,0.0,1.0,1,312.3333333333333,256.72222222222223,924.6666666666666,308.0,0
203,1,48,1.0538372350000031,0.0,1.0,1,310.3333333333333,259.0,923.6666666666666,308.0,0
132,1,465,1.0327407710000216,0.0,1.0,0,310.6666666666667,257.9444444444444,923.6666666666666,308.5,0
147,1,345,1.0584801460000222,0.0,1.0,1,310.3333333333333,257.6666666666667,924.0,311.5,0
203,1,92,1.0523823719999967,0.0,1.0,1,312.5,257.1666666666667,924.6666666666666,309.1666666666667,0
207,1,313,1.041890459000001,0.0,1.0,1,309.6666666666667,258.1111111111111,931.6666666666666,308.8333333333333,0
147,1,385,1.0506660909999823,0.0,1.0,1,308.3333333333333,258.1666666666667,922.0,306.8333333333333,0
199,1,483,1.028814092999994,0.0,1.0,1,309.8333333333333,258.6111111111111,925.6666666666666,310.0,0
199,1,429,1.0750521429999935,0.0,1.0,1,311.1666666666667,258.7222222222222,923.0,307.8333333333333,0
147,1,596,1.0475977780000676,0.0,1.0,1,309.0,257.77777777777777,923.6666666666666,309.3333333333333,0
149,1,7,1.062928502,0.0,1.0,1,310.5,258.4444444444444,921.6666666666666,311.8333333333333,0
192,1,536,1.0353606310000032,0.0,1.0,0,309.5,257.6666666666667,918.0,308.0,0
144,1,518,1.025206793000052,0.0,1.0,0,309.3333333333333,258.27777777777777,922.3333333333334,306.6666666666667,0
199,1,423,1.0418373889999657,0.0,1.0,1,308.8333333333333,258.0555555555556,922.6666666666666,308.5,0
149,1,73,1.0450532060000055,0.0,1.0,1,311.0,260.3888888888889,924.6666666666666,306.8333333333333,0
203,1,118,1.028435725999998,0.0,1.0,1,309.5,257.3333333333333,927.0,307.8333333333333,0
149,1,31,1.0754881639999958,0.0,1.0,1,309.6666666666667,259.1666666666667,926.0,308.0,0
199,1,158,1.051878985000002,0.0,1.0,1,309.5,258.22222222222223,924.6666666666666,308.3333333333333,0
191,1,27,1.0463100310000009,0.0,1.0,0,308.5,258.9444444444445,922.6666666666666,306.3333333333333,0
146,1,112,1.09121640299999,0.0,1.0,1,309.5,256.3888888888889,922.6666666666666,310.8333333333333,0
149,1,81,1.0704962859999938,0.0,1.0,1,311.0,258.11111111111114,924.6666666666666,306.6666666666667,0
149,1,85,1.030549457999996,0.0,1.0,1,309.5,256.0,922.6666666666666,310.1666666666667,0
150,1,497,1.0326954999999316,0.0,1.0,1,309.8333333333333,258.5555555555556,924.6666666666666,308.8333333333333,0
199,1,238,1.06112554500001,0.0,1.0,1,310.3333333333333,258.6666666666667,927.6666666666666,307.8333333333333,0
149,1,82,1.046503948000009,0.0,1.0,1,309.0,258.0,922.0,308.3333333333333,0
147,1,533,1.0284987139999655,0.0,1.0,1,310.5,258.27777777777777,918.0,305.5,0
147,1,513,1.0673772439999991,0.0,1.0,1,311.1666666666667,258.6666666666667,918.0,309.0,0
199,1,438,1.028763599999991,0.0,1.0,1,310.3333333333333,259.0,925.0,308.6666666666667,0
150,1,162,1.086027272999985,0.0,1.0,1,309.6666666666667,257.72222222222223,917.6666666666666,305.3333333333333,0
147,1,240,1.0534390439999868,0.0,1.0,1,309.0,256.1111111111111,931.0,308.5,0
152,1,115,1.0599430649999988,0.0,1.0,0,308.3333333333333,259.8888888888889,924.0,308.3333333333333,0
150,1,471,1.045054386000004,0.0,1.0,1,312.0,258.1666666666667,927.3333333333334,306.6666666666667,0
150,1,510,1.0305816389999336,0.0,1.0,1,308.8333333333333,257.0555555555556,918.3333333333334,308.5,0
150,1,478,1.051276195000014,0.0,1.0,1,310.1666666666667,258.6111111111111,926.3333333333334,308.6666666666667,0
149,1,32,1.045045647000002,0.0,1.0,1,310.1666666666667,257.8888888888889,932.6666666666666,309.6666666666667,0
