Epoch,Train_loss,Validation_loss
102,3.7833094199498496,46.04473114013672
103,3.9435545603434243,44.73661422729492
104,3.832947254180908,43.960838317871094
105,3.965465784072876,40.60911178588867
106,3.8346967299779258,47.63290786743164
107,4.025057117144267,55.19343948364258
108,3.9052868684132895,52.81420135498047
109,3.8818724155426025,48.507259368896484
110,3.771694819132487,44.69624710083008
111,3.6899781624476113,48.483436584472656
112,3.8223795890808105,56.66584014892578
113,3.7827199697494507,57.67338180541992
114,3.7034173011779785,51.69203567504883
115,3.8499043385187783,47.398136138916016
116,3.8891953229904175,47.611568450927734
117,3.8625449339548745,51.45570755004883
118,3.7145492235819497,58.44875717163086
119,3.8857350746790567,58.729793548583984
120,3.8168527285257974,52.69861602783203
121,3.937634269396464,50.47098922729492
122,3.7311230500539145,53.286834716796875
123,3.933661937713623,53.394737243652344
124,3.7747488021850586,51.88045883178711
125,3.872580647468567,57.69047927856445
126,3.909154454867045,61.45610046386719
127,3.8078856070836387,62.11936950683594
128,3.8240652481714883,63.57645034790039
129,3.8686227798461914,60.1299934387207
130,3.8317805528640747,57.20901870727539
131,3.807191014289856,58.70960235595703
132,3.806522568066915,63.86199188232422
133,3.9580756425857544,63.64862060546875
134,3.861833373705546,61.223846435546875
135,3.855404774347941,59.94795227050781
136,3.8913460969924927,59.30782699584961
137,3.8582618633906045,57.97483444213867
138,3.6324546734491983,57.73988342285156
139,3.8357985417048135,59.6824951171875
140,3.6995877822240195,62.8983268737793
141,3.655791680018107,63.31736755371094
142,3.845994710922241,62.5312614440918
143,3.7813402811686196,60.92749786376953
144,3.890240708986918,61.18709945678711
145,3.790248433748881,59.43943786621094
146,3.8604122002919516,56.80548858642578
147,3.8012238343556723,54.295143127441406
148,3.965291659037272,53.51298522949219
149,3.87889035542806,54.329959869384766
150,3.752298355102539,55.804771423339844
151,3.726579507191976,58.00138473510742
152,3.727959235509237,60.6434440612793
153,3.8089037338892617,62.006080627441406
154,3.86632772286733,61.26624298095703
155,3.8830252488454184,59.52943420410156
156,3.7227134704589844,58.36956787109375
157,3.815182367960612,58.1624641418457
158,3.7774010499318442,58.77206039428711
159,4.015941619873047,58.04167938232422
160,4.007702827453613,57.38597869873047
161,3.8265286684036255,57.90630340576172
162,3.8165384928385415,57.91408920288086
163,3.7583566904067993,58.1400146484375
164,3.6317838430404663,58.496578216552734
165,3.808407266934713,58.1794319152832
166,3.875667850176493,58.31039810180664
167,4.003675659497579,58.18759536743164
168,3.587156812349955,57.82319259643555
169,3.8800235589345298,56.996334075927734
170,3.862634062767029,57.3115234375
171,3.7242172956466675,57.53361892700195
172,3.826541622479757,57.937774658203125
173,3.8372538487116494,57.81388473510742
174,3.773771087328593,57.60584259033203
175,3.8000106811523438,57.99724578857422
176,3.792236049969991,58.56353759765625
177,3.7973504066467285,58.65927505493164
178,3.9434240261713662,57.76728820800781
179,3.848239858945211,57.23215103149414
180,3.884382883707682,57.349754333496094
181,3.8817665179570517,57.03263473510742
182,3.8195530573527017,56.557212829589844
183,3.850471258163452,56.0518798828125
184,3.816419164339701,55.59854507446289
185,3.730379899342855,55.23124313354492
186,3.778185566266378,55.28767776489258
187,3.893183469772339,55.36042404174805
188,3.823897878328959,55.212730407714844
189,4.008811195691426,55.21017837524414
190,3.851549983024597,55.3216667175293
191,3.787819782892863,55.48434829711914
192,3.9210251569747925,55.701446533203125
193,3.782860000928243,55.75308609008789
194,3.9507790406545005,55.89032745361328
195,3.8983076413472495,55.91984558105469
196,3.8756136894226074,55.970821380615234
197,3.9334156115849814,55.96826171875
198,3.69173256556193,56.05863571166992
199,3.952077269554138,56.021575927734375
200,3.919096350669861,55.99257278442383
